,counter,src_svc,dst_svc,src_cid,dst_cid,flow,total,weight
0,1,b,c,us-west-1,us-west-1,59,59,1.0
1,1,frontend,a,us-west-1,us-west-1,59,59,1.0
2,1,c,d,us-west-1,us-west-1,59,59,1.0
3,1,a,b,us-west-1,us-west-1,59,59,1.0
4,1,SOURCE,frontend,XXXX,us-west-1,59,59,1.0
0,2,b,c,us-west-1,us-west-1,364,364,1.0
1,2,b,c,us-east-1,us-east-1,17,17,1.0
2,2,frontend,a,us-west-1,us-west-1,364,381,0.9553805774278216
3,2,frontend,a,us-west-1,us-east-1,17,381,0.04461942257217848
4,2,c,d,us-west-1,us-west-1,364,364,1.0
5,2,c,d,us-east-1,us-east-1,17,17,1.0
6,2,a,b,us-west-1,us-west-1,364,364,1.0
7,2,a,b,us-east-1,us-east-1,17,17,1.0
8,2,SOURCE,frontend,XXXX,us-west-1,380,380,1.0
0,3,b,c,us-west-1,us-west-1,369,369,1.0
1,3,b,c,us-east-1,us-east-1,183,183,1.0
2,3,frontend,a,us-west-1,us-west-1,369,445,0.8292134831460675
3,3,frontend,a,us-west-1,us-east-1,76,445,0.1707865168539326
4,3,frontend,a,us-east-1,us-east-1,107,107,1.0
5,3,c,d,us-west-1,us-west-1,369,369,1.0
6,3,c,d,us-east-1,us-east-1,183,183,1.0
7,3,a,b,us-west-1,us-west-1,369,369,1.0
8,3,a,b,us-east-1,us-east-1,183,183,1.0
9,3,SOURCE,frontend,XXXX,us-west-1,444,551,0.8058076225045372
10,3,SOURCE,frontend,XXXX,us-east-1,107,551,0.19419237749546278
0,4,b,c,us-west-1,us-west-1,359,359,1.0
1,4,b,c,us-east-1,us-east-1,105,105,1.0
2,4,frontend,a,us-west-1,us-west-1,359,359,1.0
3,4,frontend,a,us-east-1,us-east-1,104,104,1.0
4,4,c,d,us-west-1,us-west-1,359,359,1.0
5,4,c,d,us-east-1,us-east-1,105,105,1.0
6,4,a,b,us-west-1,us-west-1,359,359,1.0
7,4,a,b,us-east-1,us-east-1,105,105,1.0
8,4,SOURCE,frontend,XXXX,us-west-1,359,463,0.775377969762419
9,4,SOURCE,frontend,XXXX,us-east-1,104,463,0.22462203023758098
0,5,b,c,us-west-1,us-west-1,295,295,1.0
1,5,b,c,us-east-1,us-east-1,104,104,1.0
2,5,frontend,a,us-west-1,us-west-1,295,295,1.0
3,5,frontend,a,us-east-1,us-east-1,103,103,1.0
4,5,c,d,us-west-1,us-west-1,295,295,1.0
5,5,c,d,us-east-1,us-east-1,104,104,1.0
6,5,a,b,us-west-1,us-west-1,295,295,1.0
7,5,a,b,us-east-1,us-east-1,104,104,1.0
8,5,SOURCE,frontend,XXXX,us-west-1,295,398,0.7412060301507538
9,5,SOURCE,frontend,XXXX,us-east-1,103,398,0.25879396984924624
0,6,b,c,us-west-1,us-west-1,394,394,1.0
1,6,b,c,us-east-1,us-east-1,288,288,1.0
2,6,frontend,a,us-west-1,us-west-1,394,581,0.6781411359724613
3,6,frontend,a,us-west-1,us-east-1,187,581,0.3218588640275387
4,6,frontend,a,us-east-1,us-east-1,101,101,1.0
5,6,c,d,us-west-1,us-west-1,394,394,1.0
6,6,c,d,us-east-1,us-east-1,288,288,1.0
7,6,a,b,us-west-1,us-west-1,394,394,1.0
8,6,a,b,us-east-1,us-east-1,288,288,1.0
9,6,SOURCE,frontend,XXXX,us-west-1,580,681,0.8516886930983847
10,6,SOURCE,frontend,XXXX,us-east-1,101,681,0.14831130690161526
0,7,b,c,us-west-1,us-west-1,391,391,1.0
1,7,b,c,us-east-1,us-east-1,280,280,1.0
2,7,frontend,a,us-west-1,us-west-1,391,538,0.7267657992565055
3,7,frontend,a,us-west-1,us-east-1,147,538,0.2732342007434944
4,7,frontend,a,us-east-1,us-east-1,133,133,1.0
5,7,c,d,us-west-1,us-west-1,391,391,1.0
6,7,c,d,us-east-1,us-east-1,280,280,1.0
7,7,a,b,us-west-1,us-west-1,391,391,1.0
8,7,a,b,us-east-1,us-east-1,280,280,1.0
9,7,SOURCE,frontend,XXXX,us-west-1,537,670,0.8014925373134328
10,7,SOURCE,frontend,XXXX,us-east-1,133,670,0.19850746268656716
0,8,b,c,us-west-1,us-west-1,468,468,1.0
1,8,b,c,us-east-1,us-east-1,418,418,1.0
2,8,frontend,a,us-west-1,us-west-1,468,788,0.5939086294416244
3,8,frontend,a,us-west-1,us-east-1,320,788,0.40609137055837563
4,8,frontend,a,us-east-1,us-east-1,98,98,1.0
5,8,c,d,us-west-1,us-west-1,468,468,1.0
6,8,c,d,us-east-1,us-east-1,418,418,1.0
7,8,a,b,us-west-1,us-west-1,468,468,1.0
8,8,a,b,us-east-1,us-east-1,418,418,1.0
9,8,SOURCE,frontend,XXXX,us-west-1,787,885,0.8892655367231639
10,8,SOURCE,frontend,XXXX,us-east-1,98,885,0.11073446327683616
0,9,b,c,us-west-1,us-west-1,480,480,1.0
1,9,b,c,us-east-1,us-east-1,435,435,1.0
2,9,frontend,a,us-west-1,us-west-1,480,824,0.5825242718446602
3,9,frontend,a,us-west-1,us-east-1,344,824,0.4174757281553398
4,9,frontend,a,us-east-1,us-east-1,91,91,1.0
5,9,c,d,us-west-1,us-west-1,480,480,1.0
6,9,c,d,us-east-1,us-east-1,435,435,1.0
7,9,a,b,us-west-1,us-west-1,480,480,1.0
8,9,a,b,us-east-1,us-east-1,435,435,1.0
9,9,SOURCE,frontend,XXXX,us-west-1,823,914,0.9004376367614879
10,9,SOURCE,frontend,XXXX,us-east-1,91,914,0.09956236323851203
0,10,b,c,us-west-1,us-west-1,476,476,1.0
1,10,b,c,us-east-1,us-east-1,429,429,1.0
2,10,frontend,a,us-west-1,us-west-1,476,806,0.5905707196029777
3,10,frontend,a,us-west-1,us-east-1,330,806,0.4094292803970223
4,10,frontend,a,us-east-1,us-east-1,99,99,1.0
5,10,c,d,us-west-1,us-west-1,476,476,1.0
6,10,c,d,us-east-1,us-east-1,429,429,1.0
7,10,a,b,us-west-1,us-west-1,476,476,1.0
8,10,a,b,us-east-1,us-east-1,429,429,1.0
9,10,SOURCE,frontend,XXXX,us-west-1,805,904,0.8904867256637168
10,10,SOURCE,frontend,XXXX,us-east-1,99,904,0.10951327433628319
0,11,b,c,us-west-1,us-west-1,470,470,1.0
1,11,b,c,us-east-1,us-east-1,422,422,1.0
2,11,frontend,a,us-west-1,us-west-1,470,808,0.5816831683168316
3,11,frontend,a,us-west-1,us-east-1,338,808,0.4183168316831683
4,11,frontend,a,us-east-1,us-east-1,84,84,1.0
5,11,c,d,us-west-1,us-west-1,470,470,1.0
6,11,c,d,us-east-1,us-east-1,422,422,1.0
