,counter,src_svc,dst_svc,src_cid,dst_cid,flow,total,weight
0,1,b,c,us-east-1,us-east-1,118,118,1.0
1,1,b,c,us-west-1,us-west-1,364,364,1.0
2,1,frontend,a,us-east-1,us-east-1,112,112,1.0
3,1,frontend,a,us-west-1,us-east-1,6,370,0.016216216216216217
4,1,frontend,a,us-west-1,us-west-1,364,370,0.9837837837837838
5,1,c,d,us-east-1,us-east-1,118,118,1.0
6,1,c,d,us-west-1,us-west-1,364,364,1.0
7,1,a,b,us-east-1,us-east-1,118,118,1.0
8,1,a,b,us-west-1,us-west-1,364,364,1.0
9,1,SOURCE,frontend,XXXX,us-east-1,112,481,0.23284823284823286
10,1,SOURCE,frontend,XXXX,us-west-1,369,481,0.7671517671517671
0,2,b,c,us-east-1,us-east-1,118,118,1.0
1,2,b,c,us-west-1,us-west-1,364,364,1.0
2,2,frontend,a,us-east-1,us-east-1,112,112,1.0
3,2,frontend,a,us-west-1,us-east-1,6,370,0.016216216216216217
4,2,frontend,a,us-west-1,us-west-1,364,370,0.9837837837837838
5,2,c,d,us-east-1,us-east-1,118,118,1.0
6,2,c,d,us-west-1,us-west-1,364,364,1.0
7,2,a,b,us-east-1,us-east-1,118,118,1.0
8,2,a,b,us-west-1,us-west-1,364,364,1.0
9,2,SOURCE,frontend,XXXX,us-east-1,112,481,0.23284823284823286
10,2,SOURCE,frontend,XXXX,us-west-1,369,481,0.7671517671517671
0,3,b,c,us-east-1,us-east-1,134,134,1.0
1,3,b,c,us-west-1,us-west-1,364,364,1.0
2,3,frontend,a,us-east-1,us-east-1,101,101,1.0
3,3,frontend,a,us-west-1,us-east-1,33,397,0.08312342569269521
4,3,frontend,a,us-west-1,us-west-1,364,397,0.9168765743073047
5,3,c,d,us-east-1,us-east-1,134,134,1.0
6,3,c,d,us-west-1,us-west-1,364,364,1.0
7,3,a,b,us-east-1,us-east-1,134,134,1.0
8,3,a,b,us-west-1,us-west-1,364,364,1.0
9,3,SOURCE,frontend,XXXX,us-east-1,101,497,0.20321931589537223
10,3,SOURCE,frontend,XXXX,us-west-1,396,497,0.7967806841046278
0,4,b,c,us-east-1,us-east-1,242,242,1.0
1,4,b,c,us-west-1,us-west-1,379,379,1.0
2,4,frontend,a,us-east-1,us-east-1,100,100,1.0
3,4,frontend,a,us-west-1,us-east-1,142,521,0.272552783109405
4,4,frontend,a,us-west-1,us-west-1,379,521,0.727447216890595
5,4,c,d,us-east-1,us-east-1,242,242,1.0
6,4,c,d,us-west-1,us-west-1,379,379,1.0
7,4,a,b,us-east-1,us-east-1,242,242,1.0
8,4,a,b,us-west-1,us-west-1,379,379,1.0
9,4,SOURCE,frontend,XXXX,us-east-1,100,620,0.16129032258064516
10,4,SOURCE,frontend,XXXX,us-west-1,520,620,0.8387096774193549
0,5,b,c,us-east-1,us-east-1,115,115,1.0
1,5,b,c,us-west-1,us-west-1,364,364,1.0
2,5,frontend,a,us-east-1,us-east-1,112,112,1.0
3,5,frontend,a,us-west-1,us-east-1,3,367,0.008174386920980926
4,5,frontend,a,us-west-1,us-west-1,364,367,0.9918256130790191
5,5,c,d,us-east-1,us-east-1,115,115,1.0
6,5,c,d,us-west-1,us-west-1,364,364,1.0
7,5,a,b,us-east-1,us-east-1,115,115,1.0
8,5,a,b,us-west-1,us-west-1,364,364,1.0
9,5,SOURCE,frontend,XXXX,us-east-1,112,478,0.23430962343096234
10,5,SOURCE,frontend,XXXX,us-west-1,366,478,0.7656903765690377
0,6,b,c,us-east-1,us-east-1,154,154,1.0
1,6,b,c,us-west-1,us-west-1,366,366,1.0
2,6,frontend,a,us-east-1,us-east-1,120,120,1.0
3,6,frontend,a,us-west-1,us-east-1,34,400,0.085
4,6,frontend,a,us-west-1,us-west-1,366,400,0.915
5,6,c,d,us-east-1,us-east-1,154,154,1.0
6,6,c,d,us-west-1,us-west-1,366,366,1.0
7,6,a,b,us-east-1,us-east-1,154,154,1.0
8,6,a,b,us-west-1,us-west-1,366,366,1.0
9,6,SOURCE,frontend,XXXX,us-east-1,120,519,0.23121387283236994
10,6,SOURCE,frontend,XXXX,us-west-1,399,519,0.7687861271676301
0,7,b,c,us-east-1,us-east-1,132,132,1.0
1,7,b,c,us-west-1,us-west-1,364,364,1.0
