,counter,src_svc,dst_svc,src_cid,dst_cid,flow,total,weight
0,1,b,c,us-west-1,us-west-1,204,204,1.0
1,1,b,c,us-east-1,us-east-1,18,18,1.0
2,1,frontend,a,us-west-1,us-west-1,204,222,0.918918918918919
3,1,frontend,a,us-west-1,us-east-1,18,222,0.08108108108108109
4,1,c,d,us-west-1,us-west-1,204,204,1.0
5,1,c,d,us-east-1,us-east-1,18,18,1.0
6,1,a,b,us-west-1,us-west-1,204,204,1.0
7,1,a,b,us-east-1,us-east-1,18,18,1.0
8,1,SOURCE,frontend,XXXX,us-west-1,221,221,1.0
0,2,b,c,us-west-1,us-west-1,214,214,1.0
1,2,b,c,us-east-1,us-east-1,140,140,1.0
2,2,frontend,a,us-west-1,us-west-1,214,325,0.6584615384615384
3,2,frontend,a,us-west-1,us-east-1,111,325,0.3415384615384615
4,2,frontend,a,us-east-1,us-east-1,29,29,1.0
5,2,c,d,us-west-1,us-west-1,214,214,1.0
6,2,c,d,us-east-1,us-east-1,140,140,1.0
7,2,a,b,us-west-1,us-west-1,214,214,1.0
8,2,a,b,us-east-1,us-east-1,140,140,1.0
9,2,SOURCE,frontend,XXXX,us-west-1,324,353,0.9178470254957507
10,2,SOURCE,frontend,XXXX,us-east-1,29,353,0.0821529745042493
0,3,b,c,us-west-1,us-west-1,337,337,1.0
1,3,b,c,us-east-1,us-east-1,325,325,1.0
2,3,frontend,a,us-west-1,us-west-1,337,553,0.6094032549728752
3,3,frontend,a,us-west-1,us-east-1,216,553,0.39059674502712477
4,3,frontend,a,us-east-1,us-east-1,109,109,1.0
5,3,c,d,us-west-1,us-west-1,337,337,1.0
6,3,c,d,us-east-1,us-east-1,325,325,1.0
7,3,a,b,us-west-1,us-west-1,337,337,1.0
8,3,a,b,us-east-1,us-east-1,325,325,1.0
9,3,SOURCE,frontend,XXXX,us-west-1,552,661,0.8350983358547656
10,3,SOURCE,frontend,XXXX,us-east-1,109,661,0.1649016641452345
0,4,b,c,us-west-1,us-west-1,295,295,1.0
1,4,b,c,us-east-1,us-east-1,276,276,1.0
2,4,frontend,a,us-west-1,us-west-1,295,468,0.6303418803418803
3,4,frontend,a,us-west-1,us-east-1,173,468,0.3696581196581197
4,4,frontend,a,us-east-1,us-east-1,103,103,1.0
5,4,c,d,us-west-1,us-west-1,295,295,1.0
6,4,c,d,us-east-1,us-east-1,276,276,1.0
7,4,a,b,us-west-1,us-west-1,295,295,1.0
8,4,a,b,us-east-1,us-east-1,276,276,1.0
9,4,SOURCE,frontend,XXXX,us-west-1,467,570,0.8192982456140351
10,4,SOURCE,frontend,XXXX,us-east-1,103,570,0.18070175438596492
0,5,b,c,us-west-1,us-west-1,362,362,1.0
1,5,b,c,us-east-1,us-east-1,352,352,1.0
2,5,frontend,a,us-west-1,us-west-1,362,620,0.5838709677419355
3,5,frontend,a,us-west-1,us-east-1,258,620,0.4161290322580645
4,5,frontend,a,us-east-1,us-east-1,94,94,1.0
5,5,c,d,us-west-1,us-west-1,362,362,1.0
6,5,c,d,us-east-1,us-east-1,352,352,1.0
7,5,a,b,us-west-1,us-west-1,362,362,1.0
8,5,a,b,us-east-1,us-east-1,352,352,1.0
9,5,SOURCE,frontend,XXXX,us-west-1,619,713,0.8681626928471248
10,5,SOURCE,frontend,XXXX,us-east-1,94,713,0.13183730715287517
0,6,b,c,us-west-1,us-west-1,354,354,1.0
1,6,b,c,us-east-1,us-east-1,343,343,1.0
2,6,frontend,a,us-west-1,us-west-1,354,579,0.6113989637305699
3,6,frontend,a,us-west-1,us-east-1,225,579,0.38860103626943004
4,6,frontend,a,us-east-1,us-east-1,118,118,1.0
5,6,c,d,us-west-1,us-west-1,354,354,1.0
6,6,c,d,us-east-1,us-east-1,343,343,1.0
7,6,a,b,us-west-1,us-west-1,354,354,1.0
8,6,a,b,us-east-1,us-east-1,343,343,1.0
9,6,SOURCE,frontend,XXXX,us-west-1,578,696,0.8304597701149425
10,6,SOURCE,frontend,XXXX,us-east-1,118,696,0.16954022988505746
0,7,b,c,us-west-1,us-west-1,323,323,1.0
1,7,b,c,us-east-1,us-east-1,309,309,1.0
2,7,frontend,a,us-west-1,us-west-1,323,512,0.630859375
3,7,frontend,a,us-west-1,us-east-1,189,512,0.369140625
4,7,frontend,a,us-east-1,us-east-1,120,120,1.0
5,7,c,d,us-west-1,us-west-1,323,323,1.0
6,7,c,d,us-east-1,us-east-1,309,309,1.0
7,7,a,b,us-west-1,us-west-1,323,323,1.0
8,7,a,b,us-east-1,us-east-1,309,309,1.0
9,7,SOURCE,frontend,XXXX,us-west-1,511,631,0.8098256735340729
10,7,SOURCE,frontend,XXXX,us-east-1,120,631,0.1901743264659271
0,8,b,c,us-west-1,us-west-1,290,290,1.0
1,8,b,c,us-east-1,us-east-1,270,270,1.0
2,8,frontend,a,us-west-1,us-west-1,290,471,0.6157112526539278
3,8,frontend,a,us-west-1,us-east-1,181,471,0.3842887473460722
4,8,frontend,a,us-east-1,us-east-1,89,89,1.0
5,8,c,d,us-west-1,us-west-1,290,290,1.0
6,8,c,d,us-east-1,us-east-1,270,270,1.0
7,8,a,b,us-west-1,us-west-1,290,290,1.0
8,8,a,b,us-east-1,us-east-1,270,270,1.0
9,8,SOURCE,frontend,XXXX,us-west-1,470,559,0.8407871198568873
10,8,SOURCE,frontend,XXXX,us-east-1,89,559,0.1592128801431127
0,9,b,c,us-west-1,us-west-1,313,313,1.0
1,9,b,c,us-east-1,us-east-1,298,298,1.0
2,9,frontend,a,us-west-1,us-west-1,313,510,0.6137254901960785
3,9,frontend,a,us-west-1,us-east-1,197,510,0.3862745098039216
4,9,frontend,a,us-east-1,us-east-1,101,101,1.0
5,9,c,d,us-west-1,us-west-1,313,313,1.0
6,9,c,d,us-east-1,us-east-1,298,298,1.0
7,9,a,b,us-west-1,us-west-1,313,313,1.0
8,9,a,b,us-east-1,us-east-1,298,298,1.0
9,9,SOURCE,frontend,XXXX,us-west-1,509,610,0.8344262295081967
10,9,SOURCE,frontend,XXXX,us-east-1,101,610,0.16557377049180327
0,10,b,c,us-west-1,us-west-1,313,313,1.0
1,10,b,c,us-east-1,us-east-1,297,297,1.0
2,10,frontend,a,us-west-1,us-west-1,313,515,0.6077669902912621
3,10,frontend,a,us-west-1,us-east-1,202,515,0.39223300970873787
4,10,frontend,a,us-east-1,us-east-1,95,95,1.0
5,10,c,d,us-west-1,us-west-1,313,313,1.0
6,10,c,d,us-east-1,us-east-1,297,297,1.0
7,10,a,b,us-west-1,us-west-1,313,313,1.0
8,10,a,b,us-east-1,us-east-1,297,297,1.0
9,10,SOURCE,frontend,XXXX,us-west-1,514,609,0.8440065681444991
10,10,SOURCE,frontend,XXXX,us-east-1,95,609,0.15599343185550082
0,11,b,c,us-west-1,us-west-1,318,318,1.0
1,11,b,c,us-east-1,us-east-1,304,304,1.0
2,11,frontend,a,us-west-1,us-west-1,318,531,0.5988700564971752
3,11,frontend,a,us-west-1,us-east-1,213,531,0.4011299435028249
4,11,frontend,a,us-east-1,us-east-1,91,91,1.0
5,11,c,d,us-west-1,us-west-1,318,318,1.0
6,11,c,d,us-east-1,us-east-1,304,304,1.0
7,11,a,b,us-west-1,us-west-1,318,318,1.0
8,11,a,b,us-east-1,us-east-1,304,304,1.0
9,11,SOURCE,frontend,XXXX,us-west-1,530,621,0.8534621578099839
10,11,SOURCE,frontend,XXXX,us-east-1,91,621,0.14653784219001612
0,12,b,c,us-west-1,us-west-1,290,290,1.0
1,12,b,c,us-east-1,us-east-1,270,270,1.0
2,12,frontend,a,us-west-1,us-west-1,290,450,0.6444444444444445
3,12,frontend,a,us-west-1,us-east-1,160,450,0.35555555555555557
4,12,frontend,a,us-east-1,us-east-1,110,110,1.0
5,12,c,d,us-west-1,us-west-1,290,290,1.0
6,12,c,d,us-east-1,us-east-1,270,270,1.0
7,12,a,b,us-west-1,us-west-1,290,290,1.0
8,12,a,b,us-east-1,us-east-1,270,270,1.0
9,12,SOURCE,frontend,XXXX,us-west-1,449,559,0.8032200357781754
10,12,SOURCE,frontend,XXXX,us-east-1,110,559,0.1967799642218247
0,13,b,c,us-west-1,us-west-1,293,293,1.0
1,13,b,c,us-east-1,us-east-1,273,273,1.0
2,13,frontend,a,us-west-1,us-west-1,293,474,0.6181434599156118
