,counter,src_svc,dst_svc,src_cid,dst_cid,flow,weight,total
5,25,a,b,us-east-1,us-east-1,-1,1.0,-1
0,26,frontend,a,us-west-1,us-west-1,87,1.0,87
1,26,frontend,a,us-east-1,us-east-1,396,1.0,396
2,26,b,c,us-west-1,us-west-1,-1,1.0,-1
3,26,a,b,us-west-1,us-west-1,-1,1.0,-1
4,26,b,c,us-east-1,us-west-1,-1,1.0,-1
5,26,a,b,us-east-1,us-east-1,-1,1.0,-1
0,27,frontend,a,us-west-1,us-west-1,96,1.0,96
1,27,frontend,a,us-east-1,us-east-1,400,0.9900990099009901,404
2,27,frontend,a,us-east-1,us-west-1,4,0.009900990099009901,404
3,27,b,c,us-west-1,us-west-1,-1,1.0,-1
4,27,a,b,us-west-1,us-west-1,-1,1.0,-1
5,27,b,c,us-east-1,us-west-1,-1,1.0,-1
6,27,a,b,us-east-1,us-east-1,-1,1.0,-1
0,28,frontend,a,us-west-1,us-west-1,101,1.0,101
1,28,frontend,a,us-east-1,us-east-1,400,0.9280742459396751,431
2,28,frontend,a,us-east-1,us-west-1,31,0.07192575406032482,431
3,28,b,c,us-west-1,us-west-1,-1,1.0,-1
4,28,a,b,us-west-1,us-west-1,-1,1.0,-1
5,28,b,c,us-east-1,us-west-1,-1,1.0,-1
6,28,a,b,us-east-1,us-east-1,-1,1.0,-1
0,29,frontend,a,us-west-1,us-west-1,116,1.0,116
1,29,frontend,a,us-east-1,us-east-1,383,1.0,383
2,29,b,c,us-west-1,us-west-1,-1,1.0,-1
3,29,a,b,us-west-1,us-west-1,-1,1.0,-1
4,29,b,c,us-east-1,us-west-1,-1,1.0,-1
5,29,a,b,us-east-1,us-east-1,-1,1.0,-1
0,30,frontend,a,us-west-1,us-west-1,86,1.0,86
1,30,frontend,a,us-east-1,us-east-1,374,1.0,374
2,30,b,c,us-west-1,us-west-1,-1,1.0,-1
3,30,a,b,us-west-1,us-west-1,-1,1.0,-1
4,30,b,c,us-east-1,us-west-1,-1,1.0,-1
5,30,a,b,us-east-1,us-east-1,-1,1.0,-1
0,31,frontend,a,us-west-1,us-west-1,81,1.0,81
1,31,frontend,a,us-east-1,us-east-1,400,0.9950248756218906,402
2,31,frontend,a,us-east-1,us-west-1,2,0.004975124378109453,402
3,31,b,c,us-west-1,us-west-1,-1,1.0,-1
4,31,a,b,us-west-1,us-west-1,-1,1.0,-1
5,31,b,c,us-east-1,us-west-1,-1,1.0,-1
6,31,a,b,us-east-1,us-east-1,-1,1.0,-1
0,32,frontend,a,us-west-1,us-west-1,96,1.0,96
1,32,frontend,a,us-east-1,us-east-1,400,0.9685230024213075,413
2,32,frontend,a,us-east-1,us-west-1,13,0.031476997578692496,413
3,32,b,c,us-west-1,us-west-1,-1,1.0,-1
4,32,a,b,us-west-1,us-west-1,-1,1.0,-1
5,32,b,c,us-east-1,us-west-1,-1,1.0,-1
6,32,a,b,us-east-1,us-east-1,-1,1.0,-1
0,33,frontend,a,us-west-1,us-west-1,117,1.0,117
1,33,frontend,a,us-east-1,us-east-1,400,0.975609756097561,410
2,33,frontend,a,us-east-1,us-west-1,10,0.024390243902439025,410
3,33,b,c,us-west-1,us-west-1,-1,1.0,-1
4,33,a,b,us-west-1,us-west-1,-1,1.0,-1
5,33,b,c,us-east-1,us-west-1,-1,1.0,-1
6,33,a,b,us-east-1,us-east-1,-1,1.0,-1
0,34,frontend,a,us-west-1,us-west-1,92,1.0,92
1,34,frontend,a,us-east-1,us-east-1,400,0.9237875288683602,433
2,34,frontend,a,us-east-1,us-west-1,33,0.07621247113163972,433
3,34,b,c,us-west-1,us-west-1,-1,1.0,-1
4,34,a,b,us-west-1,us-west-1,-1,1.0,-1
5,34,b,c,us-east-1,us-west-1,-1,1.0,-1
6,34,a,b,us-east-1,us-east-1,-1,1.0,-1
0,35,frontend,a,us-west-1,us-west-1,105,1.0,105
1,35,frontend,a,us-east-1,us-east-1,400,0.9900990099009901,404
2,35,frontend,a,us-east-1,us-west-1,4,0.009900990099009901,404
3,35,b,c,us-west-1,us-west-1,-1,1.0,-1
4,35,a,b,us-west-1,us-west-1,-1,1.0,-1
5,35,b,c,us-east-1,us-west-1,-1,1.0,-1
6,35,a,b,us-east-1,us-east-1,-1,1.0,-1
0,36,frontend,a,us-west-1,us-west-1,84,1.0,84
1,36,frontend,a,us-east-1,us-east-1,400,0.9876543209876543,405
2,36,frontend,a,us-east-1,us-west-1,5,0.012345679012345678,405
3,36,b,c,us-west-1,us-west-1,-1,1.0,-1
4,36,a,b,us-west-1,us-west-1,-1,1.0,-1
5,36,b,c,us-east-1,us-west-1,-1,1.0,-1
6,36,a,b,us-east-1,us-east-1,-1,1.0,-1
0,37,frontend,a,us-west-1,us-west-1,108,1.0,108
1,37,frontend,a,us-east-1,us-east-1,400,0.9803921568627451,408
2,37,frontend,a,us-east-1,us-west-1,8,0.0196078431372549,408
3,37,b,c,us-west-1,us-west-1,-1,1.0,-1
4,37,a,b,us-west-1,us-west-1,-1,1.0,-1
5,37,b,c,us-east-1,us-west-1,-1,1.0,-1
6,37,a,b,us-east-1,us-east-1,-1,1.0,-1
0,38,frontend,a,us-west-1,us-west-1,115,1.0,115
1,38,frontend,a,us-east-1,us-east-1,371,1.0,371
2,38,b,c,us-west-1,us-west-1,-1,1.0,-1
3,38,a,b,us-west-1,us-west-1,-1,1.0,-1
4,38,b,c,us-east-1,us-west-1,-1,1.0,-1
5,38,a,b,us-east-1,us-east-1,-1,1.0,-1
0,39,frontend,a,us-west-1,us-west-1,98,1.0,98
1,39,frontend,a,us-east-1,us-east-1,400,0.9876543209876543,405
2,39,frontend,a,us-east-1,us-west-1,5,0.012345679012345678,405
3,39,b,c,us-west-1,us-west-1,-1,1.0,-1
4,39,a,b,us-west-1,us-west-1,-1,1.0,-1
5,39,b,c,us-east-1,us-west-1,-1,1.0,-1
6,39,a,b,us-east-1,us-east-1,-1,1.0,-1
0,40,frontend,a,us-west-1,us-west-1,105,1.0,105
1,40,frontend,a,us-east-1,us-east-1,353,1.0,353
2,40,b,c,us-west-1,us-west-1,-1,1.0,-1
3,40,a,b,us-west-1,us-west-1,-1,1.0,-1
4,40,b,c,us-east-1,us-west-1,-1,1.0,-1
5,40,a,b,us-east-1,us-east-1,-1,1.0,-1
0,41,frontend,a,us-west-1,us-west-1,94,1.0,94
1,41,frontend,a,us-east-1,us-east-1,386,1.0,386
2,41,b,c,us-west-1,us-west-1,-1,1.0,-1
3,41,a,b,us-west-1,us-west-1,-1,1.0,-1
4,41,b,c,us-east-1,us-west-1,-1,1.0,-1
5,41,a,b,us-east-1,us-east-1,-1,1.0,-1
0,42,frontend,a,us-west-1,us-west-1,95,1.0,95
1,42,frontend,a,us-east-1,us-east-1,398,1.0,398
2,42,b,c,us-west-1,us-west-1,-1,1.0,-1
3,42,a,b,us-west-1,us-west-1,-1,1.0,-1
4,42,b,c,us-east-1,us-west-1,-1,1.0,-1
5,42,a,b,us-east-1,us-east-1,-1,1.0,-1
0,43,frontend,a,us-west-1,us-west-1,104,1.0,104
1,43,frontend,a,us-east-1,us-east-1,400,0.9685230024213075,413
2,43,frontend,a,us-east-1,us-west-1,13,0.031476997578692496,413
3,43,b,c,us-west-1,us-west-1,-1,1.0,-1
4,43,a,b,us-west-1,us-west-1,-1,1.0,-1
5,43,b,c,us-east-1,us-west-1,-1,1.0,-1
6,43,a,b,us-east-1,us-east-1,-1,1.0,-1
0,44,frontend,a,us-west-1,us-west-1,106,1.0,106
1,44,frontend,a,us-east-1,us-east-1,400,0.9950248756218906,402
2,44,frontend,a,us-east-1,us-west-1,2,0.004975124378109453,402
3,44,b,c,us-west-1,us-west-1,-1,1.0,-1
4,44,a,b,us-west-1,us-west-1,-1,1.0,-1
5,44,b,c,us-east-1,us-west-1,-1,1.0,-1
6,44,a,b,us-east-1,us-east-1,-1,1.0,-1
0,45,frontend,a,us-west-1,us-west-1,107,1.0,107
1,45,frontend,a,us-east-1,us-east-1,378,1.0,378
2,45,b,c,us-west-1,us-west-1,-1,1.0,-1
3,45,a,b,us-west-1,us-west-1,-1,1.0,-1
4,45,b,c,us-east-1,us-west-1,-1,1.0,-1
5,45,a,b,us-east-1,us-east-1,-1,1.0,-1
0,46,frontend,a,us-west-1,us-west-1,84,1.0,84
1,46,frontend,a,us-east-1,us-east-1,400,0.9433962264150944,424
2,46,frontend,a,us-east-1,us-west-1,24,0.05660377358490566,424
3,46,b,c,us-west-1,us-west-1,-1,1.0,-1
4,46,a,b,us-west-1,us-west-1,-1,1.0,-1
5,46,b,c,us-east-1,us-west-1,-1,1.0,-1
6,46,a,b,us-east-1,us-east-1,-1,1.0,-1
0,47,frontend,a,us-west-1,us-west-1,95,1.0,95
1,47,frontend,a,us-east-1,us-east-1,388,1.0,388
2,47,b,c,us-west-1,us-west-1,-1,1.0,-1
3,47,a,b,us-west-1,us-west-1,-1,1.0,-1
4,47,b,c,us-east-1,us-west-1,-1,1.0,-1
5,47,a,b,us-east-1,us-east-1,-1,1.0,-1
0,48,frontend,a,us-west-1,us-west-1,95,1.0,95
1,48,frontend,a,us-east-1,us-east-1,394,1.0,394
2,48,b,c,us-west-1,us-west-1,-1,1.0,-1
3,48,a,b,us-west-1,us-west-1,-1,1.0,-1
4,48,b,c,us-east-1,us-west-1,-1,1.0,-1
5,48,a,b,us-east-1,us-east-1,-1,1.0,-1
0,49,frontend,a,us-west-1,us-west-1,114,1.0,114
1,49,frontend,a,us-east-1,us-east-1,358,1.0,358
2,49,b,c,us-west-1,us-west-1,-1,1.0,-1
3,49,a,b,us-west-1,us-west-1,-1,1.0,-1
4,49,b,c,us-east-1,us-west-1,-1,1.0,-1
5,49,a,b,us-east-1,us-east-1,-1,1.0,-1
0,50,frontend,a,us-west-1,us-west-1,100,1.0,100
1,50,frontend,a,us-east-1,us-east-1,360,1.0,360
2,50,b,c,us-west-1,us-west-1,-1,1.0,-1
3,50,a,b,us-west-1,us-west-1,-1,1.0,-1
4,50,b,c,us-east-1,us-west-1,-1,1.0,-1
5,50,a,b,us-east-1,us-east-1,-1,1.0,-1
0,51,frontend,a,us-west-1,us-west-1,112,1.0,112
1,51,frontend,a,us-east-1,us-east-1,353,1.0,353
2,51,b,c,us-west-1,us-west-1,-1,1.0,-1
3,51,a,b,us-west-1,us-west-1,-1,1.0,-1
4,51,b,c,us-east-1,us-west-1,-1,1.0,-1
5,51,a,b,us-east-1,us-east-1,-1,1.0,-1
0,52,frontend,a,us-west-1,us-west-1,93,1.0,93
1,52,frontend,a,us-east-1,us-east-1,400,0.963855421686747,415
2,52,frontend,a,us-east-1,us-west-1,15,0.03614457831325301,415
3,52,b,c,us-west-1,us-west-1,-1,1.0,-1
4,52,a,b,us-west-1,us-west-1,-1,1.0,-1
5,52,b,c,us-east-1,us-west-1,-1,1.0,-1
6,52,a,b,us-east-1,us-east-1,-1,1.0,-1
0,53,frontend,a,us-west-1,us-west-1,90,1.0,90
1,53,frontend,a,us-east-1,us-east-1,400,0.9523809523809523,420
2,53,frontend,a,us-east-1,us-west-1,20,0.047619047619047616,420
3,53,b,c,us-west-1,us-west-1,-1,1.0,-1
4,53,a,b,us-west-1,us-west-1,-1,1.0,-1
5,53,b,c,us-east-1,us-west-1,-1,1.0,-1
6,53,a,b,us-east-1,us-east-1,-1,1.0,-1
0,54,frontend,a,us-west-1,us-west-1,104,1.0,104
1,54,frontend,a,us-east-1,us-east-1,400,0.9216589861751152,434
2,54,frontend,a,us-east-1,us-west-1,34,0.07834101382488479,434
3,54,b,c,us-west-1,us-west-1,-1,1.0,-1
4,54,a,b,us-west-1,us-west-1,-1,1.0,-1
5,54,b,c,us-east-1,us-west-1,-1,1.0,-1
6,54,a,b,us-east-1,us-east-1,-1,1.0,-1
0,55,frontend,a,us-west-1,us-west-1,102,1.0,102
1,55,frontend,a,us-east-1,us-east-1,400,0.9732360097323601,411
2,55,frontend,a,us-east-1,us-west-1,11,0.0267639902676399,411
3,55,b,c,us-west-1,us-west-1,-1,1.0,-1
4,55,a,b,us-west-1,us-west-1,-1,1.0,-1
5,55,b,c,us-east-1,us-west-1,-1,1.0,-1
6,55,a,b,us-east-1,us-east-1,-1,1.0,-1
0,56,frontend,a,us-west-1,us-west-1,93,1.0,93
1,56,frontend,a,us-east-1,us-east-1,400,0.9950248756218906,402
2,56,frontend,a,us-east-1,us-west-1,2,0.004975124378109453,402
3,56,b,c,us-west-1,us-west-1,-1,1.0,-1
4,56,a,b,us-west-1,us-west-1,-1,1.0,-1
5,56,b,c,us-east-1,us-west-1,-1,1.0,-1
6,56,a,b,us-east-1,us-east-1,-1,1.0,-1
0,57,frontend,a,us-west-1,us-west-1,102,1.0,102
1,57,frontend,a,us-east-1,us-east-1,400,0.9732360097323601,411
2,57,frontend,a,us-east-1,us-west-1,11,0.0267639902676399,411
3,57,b,c,us-west-1,us-west-1,-1,1.0,-1
4,57,a,b,us-west-1,us-west-1,-1,1.0,-1
5,57,b,c,us-east-1,us-west-1,-1,1.0,-1
6,57,a,b,us-east-1,us-east-1,-1,1.0,-1
0,58,frontend,a,us-west-1,us-west-1,90,1.0,90
1,58,frontend,a,us-east-1,us-east-1,400,0.9685230024213075,413
2,58,frontend,a,us-east-1,us-west-1,13,0.031476997578692496,413
3,58,b,c,us-west-1,us-west-1,-1,1.0,-1
4,58,a,b,us-west-1,us-west-1,-1,1.0,-1
5,58,b,c,us-east-1,us-west-1,-1,1.0,-1
6,58,a,b,us-east-1,us-east-1,-1,1.0,-1
0,59,frontend,a,us-west-1,us-west-1,2,1.0,2
1,59,frontend,a,us-east-1,us-east-1,400,0.9302325581395349,430
2,59,frontend,a,us-east-1,us-west-1,30,0.06976744186046512,430
3,59,b,c,us-west-1,us-west-1,-1,1.0,-1
4,59,a,b,us-west-1,us-west-1,-1,1.0,-1
5,59,b,c,us-east-1,us-west-1,-1,1.0,-1
6,59,a,b,us-east-1,us-east-1,-1,1.0,-1
