,counter,src_svc,dst_svc,src_cid,dst_cid,flow,total,weight
0,1,frontend,a,us-central-1,us-central-1,15,15,1.0
1,1,frontend,a,us-west-1,us-central-1,18,155,0.11612903225806452
2,1,frontend,a,us-west-1,us-south-1,33,155,0.2129032258064516
3,1,frontend,a,us-west-1,us-west-1,104,155,0.6709677419354839
4,1,c,d,us-central-1,us-central-1,33,33,1.0
5,1,c,d,us-south-1,us-south-1,33,33,1.0
6,1,c,d,us-west-1,us-west-1,104,104,1.0
7,1,a,b,us-central-1,us-central-1,33,33,1.0
8,1,a,b,us-south-1,us-south-1,33,33,1.0
9,1,a,b,us-west-1,us-west-1,104,104,1.0
10,1,b,c,us-central-1,us-central-1,33,33,1.0
11,1,b,c,us-south-1,us-south-1,33,33,1.0
12,1,b,c,us-west-1,us-west-1,104,104,1.0
13,1,SOURCE,frontend,XXXX,us-central-1,15,169,0.08875739644970414
14,1,SOURCE,frontend,XXXX,us-west-1,154,169,0.9112426035502958
0,2,frontend,a,us-central-1,us-central-1,114,114,1.0
1,2,frontend,a,us-west-1,us-south-1,113,317,0.35646687697160884
2,2,frontend,a,us-west-1,us-east-1,54,317,0.17034700315457413
3,2,frontend,a,us-west-1,us-west-1,150,317,0.47318611987381703
4,2,c,d,us-central-1,us-central-1,115,115,1.0
5,2,c,d,us-south-1,us-south-1,113,113,1.0
6,2,c,d,us-east-1,us-east-1,54,54,1.0
7,2,c,d,us-west-1,us-west-1,150,150,1.0
8,2,a,b,us-central-1,us-central-1,115,115,1.0
9,2,a,b,us-south-1,us-south-1,113,113,1.0
10,2,a,b,us-east-1,us-east-1,54,54,1.0
11,2,a,b,us-west-1,us-west-1,150,150,1.0
12,2,b,c,us-central-1,us-central-1,115,115,1.0
13,2,b,c,us-south-1,us-south-1,113,113,1.0
14,2,b,c,us-east-1,us-east-1,54,54,1.0
15,2,b,c,us-west-1,us-west-1,150,150,1.0
16,2,SOURCE,frontend,XXXX,us-central-1,114,430,0.2651162790697674
17,2,SOURCE,frontend,XXXX,us-west-1,316,430,0.7348837209302326
0,3,frontend,a,us-central-1,us-central-1,102,102,1.0
1,3,frontend,a,us-south-1,us-south-1,16,16,1.0
2,3,frontend,a,us-east-1,us-east-1,73,73,1.0
3,3,frontend,a,us-west-1,us-central-1,27,313,0.08626198083067092
4,3,frontend,a,us-west-1,us-south-1,113,313,0.3610223642172524
5,3,frontend,a,us-west-1,us-east-1,10,313,0.03194888178913738
6,3,frontend,a,us-west-1,us-west-1,163,313,0.5207667731629393
7,3,c,d,us-central-1,us-central-1,129,129,1.0
8,3,c,d,us-south-1,us-south-1,129,129,1.0
9,3,c,d,us-east-1,us-east-1,83,83,1.0
10,3,c,d,us-west-1,us-west-1,163,163,1.0
11,3,a,b,us-central-1,us-central-1,129,129,1.0
12,3,a,b,us-south-1,us-south-1,129,129,1.0
13,3,a,b,us-east-1,us-east-1,83,83,1.0
14,3,a,b,us-west-1,us-west-1,163,163,1.0
15,3,b,c,us-central-1,us-central-1,129,129,1.0
16,3,b,c,us-south-1,us-south-1,129,129,1.0
17,3,b,c,us-east-1,us-east-1,83,83,1.0
18,3,b,c,us-west-1,us-west-1,163,163,1.0
19,3,SOURCE,frontend,XXXX,us-central-1,102,502,0.20318725099601595
20,3,SOURCE,frontend,XXXX,us-south-1,16,502,0.03187250996015936
21,3,SOURCE,frontend,XXXX,us-east-1,73,502,0.1454183266932271
22,3,SOURCE,frontend,XXXX,us-west-1,311,502,0.6195219123505976
0,4,frontend,a,us-central-1,us-central-1,101,101,1.0
1,4,frontend,a,us-south-1,us-south-1,59,59,1.0
2,4,frontend,a,us-east-1,us-south-1,74,284,0.2605633802816901
3,4,frontend,a,us-east-1,us-east-1,210,284,0.7394366197183099
4,4,frontend,a,us-west-1,us-central-1,55,263,0.20912547528517111
5,4,frontend,a,us-west-1,us-south-1,23,263,0.08745247148288973
6,4,frontend,a,us-west-1,us-west-1,185,263,0.7034220532319392
7,4,c,d,us-central-1,us-central-1,156,156,1.0
8,4,c,d,us-south-1,us-south-1,156,156,1.0
9,4,c,d,us-east-1,us-east-1,210,210,1.0
10,4,c,d,us-west-1,us-west-1,185,185,1.0
11,4,a,b,us-central-1,us-central-1,156,156,1.0
12,4,a,b,us-south-1,us-south-1,156,156,1.0
13,4,a,b,us-east-1,us-east-1,210,210,1.0
14,4,a,b,us-west-1,us-west-1,185,185,1.0
15,4,b,c,us-central-1,us-central-1,156,156,1.0
16,4,b,c,us-south-1,us-south-1,156,156,1.0
17,4,b,c,us-east-1,us-east-1,210,210,1.0
18,4,b,c,us-west-1,us-west-1,185,185,1.0
19,4,SOURCE,frontend,XXXX,us-central-1,101,705,0.14326241134751774
20,4,SOURCE,frontend,XXXX,us-south-1,59,705,0.08368794326241134
21,4,SOURCE,frontend,XXXX,us-east-1,283,705,0.4014184397163121
22,4,SOURCE,frontend,XXXX,us-west-1,262,705,0.37163120567375885
0,5,frontend,a,us-central-1,us-central-1,104,104,1.0
1,5,frontend,a,us-south-1,us-south-1,55,55,1.0
2,5,frontend,a,us-east-1,us-central-1,10,306,0.032679738562091505
3,5,frontend,a,us-east-1,us-south-1,10,306,0.032679738562091505
4,5,frontend,a,us-east-1,us-east-1,286,306,0.934640522875817
5,5,frontend,a,us-west-1,us-central-1,137,592,0.23141891891891891
6,5,frontend,a,us-west-1,us-south-1,186,592,0.3141891891891892
7,5,frontend,a,us-west-1,us-west-1,269,592,0.4543918918918919
8,5,c,d,us-central-1,us-central-1,250,250,1.0
9,5,c,d,us-south-1,us-south-1,250,250,1.0
10,5,c,d,us-east-1,us-east-1,286,286,1.0
11,5,c,d,us-west-1,us-west-1,269,269,1.0
12,5,a,b,us-central-1,us-central-1,250,250,1.0
13,5,a,b,us-south-1,us-south-1,250,250,1.0
14,5,a,b,us-east-1,us-east-1,286,286,1.0
15,5,a,b,us-west-1,us-west-1,269,269,1.0
16,5,b,c,us-central-1,us-central-1,250,250,1.0
17,5,b,c,us-south-1,us-south-1,250,250,1.0
18,5,b,c,us-east-1,us-east-1,286,286,1.0
19,5,b,c,us-west-1,us-west-1,269,269,1.0
