svc,region,podname,avg_latency,outbound_rps,time,time_millis,old-us-east-1,old-us-west-1,new-us-east-1,new-us-west-1
sslateingress-us-west-1,us-west-1,sgpvx,272,0,2024-09-08 00:41:45.186613,1725756105186,0.390000,0.600000,0.370000,0.620000
sslateingress-us-west-1,us-west-1,sgpvx,320,0,2024-09-08 00:42:00.187561,1725756120187,0.370000,0.620000,0.350000,0.640000
sslateingress-us-west-1,us-west-1,sgpvx,261,0,2024-09-08 00:42:15.187708,1725756135187,0.350000,0.640000,0.370000,0.620000
sslateingress-us-west-1,us-west-1,sgpvx,264,0,2024-09-08 00:42:30.210277,1725756150210,0.370000,0.620000,0.350000,0.640000
sslateingress-us-west-1,us-west-1,sgpvx,282,0,2024-09-08 00:42:45.214125,1725756165214,0.29931972789115646,0.7006802721088435,0.270000,0.720000
sslateingress-us-west-1,us-west-1,sgpvx,299,0,2024-09-08 00:43:00.211717,1725756180211,0.270000,0.720000,0.250000,0.740000
sslateingress-us-west-1,us-west-1,sgpvx,297,0,2024-09-08 00:43:15.214970,1725756195214,0.250000,0.740000,0.270000,0.720000
sslateingress-us-west-1,us-west-1,sgpvx,304,0,2024-09-08 00:43:30.222221,1725756210222,0.37117903930131,0.62882096069869,0.350000,0.640000
sslateingress-us-west-1,us-west-1,sgpvx,285,0,2024-09-08 00:43:45.222287,1725756225222,0.350000,0.640000,0.370000,0.620000
sslateingress-us-west-1,us-west-1,sgpvx,265,0,2024-09-08 00:44:00.220412,1725756240220,0.370000,0.620000,0.390000,0.600000
sslateingress-us-west-1,us-west-1,sgpvx,308,0,2024-09-08 00:44:15.221311,1725756255221,0.390000,0.600000,0.370000,0.620000
sslateingress-us-west-1,us-west-1,sgpvx,348,0,2024-09-08 00:44:30.223141,1725756270223,0.3895131086142322,0.6104868913857678,0.360000,0.630000
sslateingress-us-west-1,us-west-1,sgpvx,310,0,2024-09-08 00:44:45.227344,1725756285227,0.3917910447761194,0.6082089552238806,0.410000,0.580000
sslateingress-us-west-1,us-west-1,sgpvx,307,0,2024-09-08 00:45:00.224632,1725756300224,0.410000,0.580000,0.430000,0.550000
sslateingress-us-west-1,us-west-1,sgpvx,322,0,2024-09-08 00:45:15.229316,1725756315229,0.430000,0.550000,0.410000,0.570000
sslateingress-us-west-1,us-west-1,sgpvx,278,0,2024-09-08 00:45:30.230017,1725756330230,0.410000,0.570000,0.430000,0.540000
sslateingress-us-west-1,us-west-1,sgpvx,377,0,2024-09-08 00:45:45.228391,1725756345228,0.3120567375886525,0.6879432624113475,0.290000,0.700000
sslateingress-us-west-1,us-west-1,sgpvx,299,0,2024-09-08 00:46:00.237115,1725756360237,0.290000,0.700000,0.300000,0.680000
sslateingress-us-west-1,us-west-1,sgpvx,289,0,2024-09-08 00:46:15.242043,1725756375242,0.300000,0.680000,0.320000,0.660000
sslateingress-us-west-1,us-west-1,sgpvx,315,0,2024-09-08 00:46:30.245075,1725756390245,0.320000,0.660000,0.300000,0.680000
sslateingress-us-west-1,us-west-1,sgpvx,273,0,2024-09-08 00:46:45.245642,1725756405245,0.300000,0.680000,0.320000,0.660000
sslateingress-us-west-1,us-west-1,sgpvx,281,0,2024-09-08 00:47:00.249996,1725756420250,0.320000,0.660000,0.300000,0.680000
sslateingress-us-west-1,us-west-1,sgpvx,257,0,2024-09-08 00:47:15.254270,1725756435254,0.300000,0.680000,0.320000,0.660000
sslateingress-us-west-1,us-west-1,sgpvx,282,0,2024-09-08 00:47:30.258804,1725756450258,0.320000,0.660000,0.300000,0.680000
sslateingress-us-west-1,us-west-1,sgpvx,342,0,2024-09-08 00:47:45.258011,1725756465258,0.300000,0.680000,0.280000,0.700000
sslateingress-us-west-1,us-west-1,sgpvx,279,0,2024-09-08 00:48:00.261492,1725756480261,0.280000,0.700000,0.300000,0.680000
sslateingress-us-west-1,us-west-1,sgpvx,381,0,2024-09-08 00:48:15.260179,1725756495260,0.2714285714285714,0.7285714285714285,0.250000,0.740000
sslateingress-us-west-1,us-west-1,sgpvx,329,0,2024-09-08 00:48:30.261363,1725756510261,0.3482587064676617,0.6517412935323383,0.360000,0.630000
sslateingress-us-west-1,us-west-1,sgpvx,272,0,2024-09-08 00:48:45.266275,1725756525266,0.360000,0.630000,0.380000,0.610000
sslateingress-us-west-1,us-west-1,sgpvx,277,0,2024-09-08 00:49:00.265697,1725756540265,0.380000,0.610000,0.360000,0.630000
sslateingress-us-west-1,us-west-1,sgpvx,271,0,2024-09-08 00:49:15.270981,1725756555270,0.360000,0.630000,0.380000,0.610000
sslateingress-us-west-1,us-west-1,sgpvx,308,0,2024-09-08 00:49:30.273244,1725756570273,0.380000,0.610000,0.360000,0.630000
sslateingress-us-west-1,us-west-1,sgpvx,326,0,2024-09-08 00:49:45.268746,1725756585268,0.360000,0.630000,0.340000,0.650000
sslateingress-us-west-1,us-west-1,sgpvx,355,0,2024-09-08 00:50:00.271202,1725756600271,0.340000,0.650000,0.320000,0.670000
sslateingress-us-west-1,us-west-1,sgpvx,334,0,2024-09-08 00:50:15.270238,1725756615270,0.320000,0.670000,0.340000,0.650000
sslateingress-us-west-1,us-west-1,sgpvx,255,0,2024-09-08 00:50:30.268443,1725756630268,0.340000,0.650000,0.360000,0.630000
sslateingress-us-west-1,us-west-1,sgpvx,428,0,2024-09-08 00:50:45.276829,1725756645276,0.35802469135802467,0.6419753086419753,0.330000,0.660000
sslateingress-us-west-1,us-west-1,sgpvx,298,0,2024-09-08 00:51:00.283626,1725756660283,0.330000,0.660000,0.350000,0.640000
sslateingress-us-west-1,us-west-1,sgpvx,273,0,2024-09-08 00:51:15.284714,1725756675284,0.350000,0.640000,0.370000,0.620000
sslateingress-us-west-1,us-west-1,sgpvx,267,0,2024-09-08 00:51:30.288862,1725756690288,0.370000,0.620000,0.390000,0.600000
sslateingress-us-west-1,us-west-1,sgpvx,302,0,2024-09-08 00:51:45.292793,1725756705292,0.390000,0.600000,0.370000,0.620000
sslateingress-us-west-1,us-west-1,sgpvx,306,0,2024-09-08 00:52:00.290329,1725756720290,0.370000,0.620000,0.350000,0.640000
sslateingress-us-west-1,us-west-1,sgpvx,261,0,2024-09-08 00:52:15.287947,1725756735287,0.350000,0.640000,0.370000,0.620000
sslateingress-us-west-1,us-west-1,sgpvx,339,0,2024-09-08 00:52:30.288077,1725756750288,0.370000,0.620000,0.350000,0.640000
sslateingress-us-west-1,us-west-1,sgpvx,362,0,2024-09-08 00:52:45.290644,1725756765290,0.3497536945812808,0.6502463054187192,0.320000,0.670000
sslateingress-us-west-1,us-west-1,sgpvx,345,0,2024-09-08 00:53:00.290469,1725756780290,0.320000,0.670000,0.340000,0.650000
sslateingress-us-west-1,us-west-1,sgpvx,294,0,2024-09-08 00:53:15.290560,1725756795290,0.340000,0.650000,0.360000,0.630000
