,counter,src_svc,dst_svc,src_cid,dst_cid,flow,total,weight
0,1,b,c,us-west-1,us-west-1,172,172,1.0
1,1,b,c,us-east-1,us-east-1,27,27,1.0
2,1,frontend,a,us-west-1,us-west-1,172,172,1.0
3,1,frontend,a,us-east-1,us-east-1,27,27,1.0
4,1,c,d,us-west-1,us-west-1,172,172,1.0
5,1,c,d,us-east-1,us-east-1,27,27,1.0
6,1,a,b,us-west-1,us-west-1,172,172,1.0
7,1,a,b,us-east-1,us-east-1,27,27,1.0
8,1,SOURCE,frontend,XXXX,us-west-1,172,199,0.864321608040201
9,1,SOURCE,frontend,XXXX,us-east-1,27,199,0.135678391959799
0,2,b,c,us-west-1,us-west-1,273,273,1.0
1,2,b,c,us-east-1,us-east-1,107,107,1.0
2,2,frontend,a,us-west-1,us-west-1,273,273,1.0
3,2,frontend,a,us-east-1,us-east-1,107,107,1.0
4,2,c,d,us-west-1,us-west-1,273,273,1.0
5,2,c,d,us-east-1,us-east-1,107,107,1.0
6,2,a,b,us-west-1,us-west-1,273,273,1.0
7,2,a,b,us-east-1,us-east-1,107,107,1.0
8,2,SOURCE,frontend,XXXX,us-west-1,273,380,0.718421052631579
9,2,SOURCE,frontend,XXXX,us-east-1,107,380,0.28157894736842104
0,3,b,c,us-west-1,us-west-1,365,365,1.0
1,3,b,c,us-east-1,us-east-1,147,147,1.0
2,3,frontend,a,us-west-1,us-west-1,365,406,0.8990147783251231
3,3,frontend,a,us-west-1,us-east-1,41,406,0.10098522167487685
4,3,frontend,a,us-east-1,us-east-1,106,106,1.0
5,3,c,d,us-west-1,us-west-1,365,365,1.0
6,3,c,d,us-east-1,us-east-1,147,147,1.0
7,3,a,b,us-west-1,us-west-1,365,365,1.0
8,3,a,b,us-east-1,us-east-1,147,147,1.0
9,3,SOURCE,frontend,XXXX,us-west-1,405,511,0.7925636007827789
10,3,SOURCE,frontend,XXXX,us-east-1,106,511,0.20743639921722112
0,4,b,c,us-west-1,us-west-1,375,375,1.0
1,4,b,c,us-east-1,us-east-1,220,220,1.0
2,4,frontend,a,us-west-1,us-west-1,375,499,0.751503006012024
3,4,frontend,a,us-west-1,us-east-1,124,499,0.24849699398797595
4,4,frontend,a,us-east-1,us-east-1,96,96,1.0
5,4,c,d,us-west-1,us-west-1,375,375,1.0
6,4,c,d,us-east-1,us-east-1,220,220,1.0
7,4,a,b,us-west-1,us-west-1,375,375,1.0
8,4,a,b,us-east-1,us-east-1,220,220,1.0
9,4,SOURCE,frontend,XXXX,us-west-1,498,594,0.8383838383838383
10,4,SOURCE,frontend,XXXX,us-east-1,96,594,0.16161616161616163
0,5,b,c,us-west-1,us-west-1,373,373,1.0
1,5,b,c,us-east-1,us-east-1,211,211,1.0
2,5,frontend,a,us-west-1,us-west-1,373,471,0.7919320594479831
3,5,frontend,a,us-west-1,us-east-1,98,471,0.208067940552017
4,5,frontend,a,us-east-1,us-east-1,113,113,1.0
5,5,c,d,us-west-1,us-west-1,373,373,1.0
