,counter,src_svc,dst_svc,src_cid,dst_cid,flow,total,weight
0,1,b,c,us-west-1,us-west-1,316,316,1.0
1,1,b,c,us-east-1,us-west-1,316,316,1.0
2,1,a,b,us-west-1,us-west-1,316,316,1.0
3,1,a,b,us-east-1,us-west-1,1,317,0.0031545741324921135
4,1,a,b,us-east-1,us-east-1,316,317,0.9968454258675079
5,1,frontend,a,us-west-1,us-west-1,300,300,1.0
6,1,frontend,a,us-east-1,us-west-1,16,332,0.04819277108433735
7,1,frontend,a,us-east-1,us-east-1,316,332,0.9518072289156626
8,1,SOURCE,frontend,XXXX,us-west-1,300,631,0.4754358161648177
9,1,SOURCE,frontend,XXXX,us-east-1,331,631,0.5245641838351822
0,2,b,c,us-west-1,us-west-1,308,308,1.0
1,2,b,c,us-east-1,us-west-1,308,308,1.0
2,2,a,b,us-west-1,us-west-1,308,308,1.0
3,2,a,b,us-east-1,us-west-1,1,309,0.003236245954692557
4,2,a,b,us-east-1,us-east-1,308,309,0.9967637540453075
5,2,frontend,a,us-west-1,us-west-1,284,284,1.0
6,2,frontend,a,us-east-1,us-west-1,24,332,0.07228915662650602
7,2,frontend,a,us-east-1,us-east-1,308,332,0.927710843373494
8,2,SOURCE,frontend,XXXX,us-west-1,284,615,0.46178861788617886
9,2,SOURCE,frontend,XXXX,us-east-1,331,615,0.5382113821138211
0,3,b,c,us-west-1,us-west-1,313,313,1.0
1,3,b,c,us-east-1,us-west-1,302,302,1.0
2,3,a,b,us-west-1,us-west-1,313,313,1.0
3,3,a,b,us-east-1,us-east-1,302,302,1.0
4,3,frontend,a,us-west-1,us-west-1,312,312,1.0
5,3,frontend,a,us-east-1,us-east-1,302,302,1.0
6,3,SOURCE,frontend,XXXX,us-west-1,312,614,0.50814332247557
7,3,SOURCE,frontend,XXXX,us-east-1,302,614,0.49185667752442996
0,4,b,c,us-west-1,us-west-1,286,286,1.0
1,4,b,c,us-east-1,us-west-1,286,286,1.0
2,4,a,b,us-west-1,us-west-1,286,286,1.0
3,4,a,b,us-east-1,us-west-1,1,287,0.003484320557491289
4,4,a,b,us-east-1,us-east-1,286,287,0.9965156794425087
5,4,frontend,a,us-west-1,us-west-1,280,280,1.0
6,4,frontend,a,us-east-1,us-west-1,6,292,0.02054794520547945
7,4,frontend,a,us-east-1,us-east-1,286,292,0.9794520547945206
8,4,SOURCE,frontend,XXXX,us-west-1,280,571,0.4903677758318739
9,4,SOURCE,frontend,XXXX,us-east-1,291,571,0.5096322241681261
0,5,b,c,us-west-1,us-west-1,289,289,1.0
1,5,b,c,us-east-1,us-west-1,288,288,1.0
2,5,a,b,us-west-1,us-west-1,288,288,1.0
3,5,a,b,us-east-1,us-west-1,1,289,0.0034602076124567475
4,5,a,b,us-east-1,us-east-1,288,289,0.9965397923875432
5,5,frontend,a,us-west-1,us-west-1,278,278,1.0
6,5,frontend,a,us-east-1,us-west-1,10,299,0.033444816053511704
7,5,frontend,a,us-east-1,us-east-1,289,299,0.9665551839464883
8,5,SOURCE,frontend,XXXX,us-west-1,278,576,0.4826388888888889
9,5,SOURCE,frontend,XXXX,us-east-1,298,576,0.5173611111111112
0,6,b,c,us-west-1,us-west-1,314,314,1.0
1,6,b,c,us-east-1,us-west-1,269,269,1.0
2,6,a,b,us-west-1,us-west-1,314,314,1.0
3,6,a,b,us-east-1,us-east-1,269,269,1.0
4,6,frontend,a,us-west-1,us-west-1,313,313,1.0
5,6,frontend,a,us-east-1,us-east-1,269,269,1.0
6,6,SOURCE,frontend,XXXX,us-west-1,313,582,0.5378006872852233
7,6,SOURCE,frontend,XXXX,us-east-1,269,582,0.46219931271477666
0,7,b,c,us-west-1,us-west-1,297,297,1.0
1,7,b,c,us-east-1,us-west-1,296,296,1.0
2,7,a,b,us-west-1,us-west-1,296,296,1.0
3,7,a,b,us-east-1,us-west-1,1,297,0.003367003367003367
4,7,a,b,us-east-1,us-east-1,296,297,0.9966329966329966
5,7,frontend,a,us-west-1,us-west-1,291,291,1.0
6,7,frontend,a,us-east-1,us-west-1,5,302,0.016556291390728478
7,7,frontend,a,us-east-1,us-east-1,297,302,0.9834437086092715
8,7,SOURCE,frontend,XXXX,us-west-1,291,592,0.49155405405405406
9,7,SOURCE,frontend,XXXX,us-east-1,301,592,0.5084459459459459
0,8,b,c,us-west-1,us-west-1,318,318,1.0
1,8,b,c,us-east-1,us-west-1,317,317,1.0
2,8,a,b,us-west-1,us-west-1,317,317,1.0
3,8,a,b,us-east-1,us-west-1,1,318,0.0031446540880503146
4,8,a,b,us-east-1,us-east-1,317,318,0.9968553459119497
5,8,frontend,a,us-west-1,us-west-1,313,313,1.0
6,8,frontend,a,us-east-1,us-west-1,4,322,0.012422360248447204
7,8,frontend,a,us-east-1,us-east-1,318,322,0.9875776397515528
8,8,SOURCE,frontend,XXXX,us-west-1,313,634,0.49369085173501576
9,8,SOURCE,frontend,XXXX,us-east-1,321,634,0.5063091482649842
0,9,b,c,us-west-1,us-west-1,305,305,1.0
1,9,b,c,us-east-1,us-west-1,273,273,1.0
2,9,a,b,us-west-1,us-west-1,305,305,1.0
3,9,a,b,us-east-1,us-east-1,273,273,1.0
4,9,frontend,a,us-west-1,us-west-1,304,304,1.0
5,9,frontend,a,us-east-1,us-east-1,273,273,1.0
6,9,SOURCE,frontend,XXXX,us-west-1,304,577,0.5268630849220104
7,9,SOURCE,frontend,XXXX,us-east-1,273,577,0.4731369150779896
0,10,b,c,us-west-1,us-west-1,292,292,1.0
1,10,b,c,us-east-1,us-west-1,292,292,1.0
2,10,a,b,us-west-1,us-west-1,292,292,1.0
3,10,a,b,us-east-1,us-west-1,1,293,0.0034129692832764505
4,10,a,b,us-east-1,us-east-1,292,293,0.9965870307167235
5,10,frontend,a,us-west-1,us-west-1,271,271,1.0
6,10,frontend,a,us-east-1,us-west-1,21,313,0.0670926517571885
7,10,frontend,a,us-east-1,us-east-1,292,313,0.9329073482428115
8,10,SOURCE,frontend,XXXX,us-west-1,271,583,0.4648370497427101
9,10,SOURCE,frontend,XXXX,us-east-1,312,583,0.5351629502572899
0,11,b,c,us-west-1,us-west-1,298,298,1.0
1,11,b,c,us-east-1,us-west-1,297,297,1.0
2,11,a,b,us-west-1,us-west-1,298,298,1.0
3,11,a,b,us-east-1,us-west-1,1,298,0.003355704697986577
4,11,a,b,us-east-1,us-east-1,297,298,0.9966442953020134
5,11,frontend,a,us-west-1,us-west-1,297,297,1.0
6,11,frontend,a,us-east-1,us-west-1,1,298,0.003355704697986577
7,11,frontend,a,us-east-1,us-east-1,297,298,0.9966442953020134
8,11,SOURCE,frontend,XXXX,us-west-1,297,594,0.5
9,11,SOURCE,frontend,XXXX,us-east-1,297,594,0.5
0,12,b,c,us-west-1,us-west-1,319,319,1.0
1,12,b,c,us-east-1,us-west-1,278,278,1.0
2,12,a,b,us-west-1,us-west-1,319,319,1.0
3,12,a,b,us-east-1,us-east-1,278,278,1.0
4,12,frontend,a,us-west-1,us-west-1,318,318,1.0
5,12,frontend,a,us-east-1,us-east-1,278,278,1.0
6,12,SOURCE,frontend,XXXX,us-west-1,318,596,0.5335570469798657
7,12,SOURCE,frontend,XXXX,us-east-1,278,596,0.4664429530201342
0,13,b,c,us-west-1,us-west-1,313,313,1.0
1,13,b,c,us-east-1,us-west-1,288,288,1.0
2,13,a,b,us-west-1,us-west-1,313,313,1.0
3,13,a,b,us-east-1,us-east-1,288,288,1.0
4,13,frontend,a,us-west-1,us-west-1,312,312,1.0
5,13,frontend,a,us-east-1,us-east-1,288,288,1.0
6,13,SOURCE,frontend,XXXX,us-west-1,312,600,0.52
7,13,SOURCE,frontend,XXXX,us-east-1,288,600,0.48
0,14,b,c,us-west-1,us-west-1,300,300,1.0
1,14,b,c,us-east-1,us-west-1,299,299,1.0
2,14,a,b,us-west-1,us-west-1,299,299,1.0
3,14,a,b,us-east-1,us-west-1,1,300,0.0033333333333333335
4,14,a,b,us-east-1,us-east-1,299,300,0.9966666666666667
5,14,frontend,a,us-west-1,us-west-1,272,272,1.0
6,14,frontend,a,us-east-1,us-west-1,27,327,0.08256880733944955
7,14,frontend,a,us-east-1,us-east-1,300,327,0.9174311926605505
8,14,SOURCE,frontend,XXXX,us-west-1,272,598,0.45484949832775917
9,14,SOURCE,frontend,XXXX,us-east-1,326,598,0.5451505016722408
0,15,b,c,us-west-1,us-west-1,318,318,1.0
1,15,b,c,us-east-1,us-west-1,303,303,1.0
2,15,a,b,us-west-1,us-west-1,318,318,1.0
3,15,a,b,us-east-1,us-east-1,303,303,1.0
4,15,frontend,a,us-west-1,us-west-1,317,317,1.0
5,15,frontend,a,us-east-1,us-east-1,303,303,1.0
6,15,SOURCE,frontend,XXXX,us-west-1,317,620,0.5112903225806451
7,15,SOURCE,frontend,XXXX,us-east-1,303,620,0.48870967741935484
0,16,b,c,us-west-1,us-west-1,312,312,1.0
1,16,b,c,us-east-1,us-west-1,296,296,1.0
2,16,a,b,us-west-1,us-west-1,312,312,1.0
3,16,a,b,us-east-1,us-east-1,296,296,1.0
4,16,frontend,a,us-west-1,us-west-1,311,311,1.0
5,16,frontend,a,us-east-1,us-east-1,296,296,1.0
6,16,SOURCE,frontend,XXXX,us-west-1,311,607,0.5123558484349259
7,16,SOURCE,frontend,XXXX,us-east-1,296,607,0.4876441515650741
0,17,b,c,us-west-1,us-west-1,309,309,1.0
1,17,b,c,us-east-1,us-west-1,309,309,1.0
2,17,a,b,us-west-1,us-west-1,309,309,1.0
3,17,a,b,us-east-1,us-west-1,1,310,0.0032258064516129032
4,17,a,b,us-east-1,us-east-1,309,310,0.9967741935483871
5,17,frontend,a,us-west-1,us-west-1,291,291,1.0
6,17,frontend,a,us-east-1,us-west-1,18,327,0.05504587155963303
7,17,frontend,a,us-east-1,us-east-1,309,327,0.944954128440367
8,17,SOURCE,frontend,XXXX,us-west-1,291,617,0.47163695299837927
9,17,SOURCE,frontend,XXXX,us-east-1,326,617,0.5283630470016207
0,18,b,c,us-west-1,us-west-1,285,285,1.0
1,18,b,c,us-east-1,us-west-1,284,284,1.0
2,18,a,b,us-west-1,us-west-1,284,284,1.0
3,18,a,b,us-east-1,us-west-1,1,285,0.0035087719298245615
4,18,a,b,us-east-1,us-east-1,284,285,0.9964912280701754
5,18,frontend,a,us-west-1,us-west-1,269,269,1.0
6,18,frontend,a,us-east-1,us-west-1,15,300,0.05
7,18,frontend,a,us-east-1,us-east-1,285,300,0.95
8,18,SOURCE,frontend,XXXX,us-west-1,269,568,0.4735915492957746
9,18,SOURCE,frontend,XXXX,us-east-1,299,568,0.5264084507042254
0,19,b,c,us-west-1,us-west-1,293,293,1.0
1,19,b,c,us-east-1,us-west-1,266,266,1.0
2,19,a,b,us-west-1,us-west-1,293,293,1.0
3,19,a,b,us-east-1,us-east-1,266,266,1.0
4,19,frontend,a,us-west-1,us-west-1,292,292,1.0
5,19,frontend,a,us-east-1,us-east-1,266,266,1.0
6,19,SOURCE,frontend,XXXX,us-west-1,292,558,0.5232974910394266
7,19,SOURCE,frontend,XXXX,us-east-1,266,558,0.4767025089605735
0,20,b,c,us-west-1,us-west-1,288,288,1.0
1,20,b,c,us-east-1,us-west-1,287,287,1.0
2,20,a,b,us-west-1,us-west-1,287,287,1.0
3,20,a,b,us-east-1,us-west-1,1,288,0.003472222222222222
4,20,a,b,us-east-1,us-east-1,287,288,0.9965277777777778
5,20,frontend,a,us-west-1,us-west-1,282,282,1.0
6,20,frontend,a,us-east-1,us-west-1,5,293,0.017064846416382253
7,20,frontend,a,us-east-1,us-east-1,288,293,0.9829351535836177
8,20,SOURCE,frontend,XXXX,us-west-1,282,574,0.4912891986062718
9,20,SOURCE,frontend,XXXX,us-east-1,292,574,0.5087108013937283
0,21,b,c,us-west-1,us-west-1,309,309,1.0
1,21,b,c,us-east-1,us-west-1,271,271,1.0
2,21,a,b,us-west-1,us-west-1,309,309,1.0
3,21,a,b,us-east-1,us-east-1,271,271,1.0
4,21,frontend,a,us-west-1,us-west-1,308,308,1.0
5,21,frontend,a,us-east-1,us-east-1,271,271,1.0
6,21,SOURCE,frontend,XXXX,us-west-1,308,579,0.531951640759931
7,21,SOURCE,frontend,XXXX,us-east-1,271,579,0.4680483592400691
0,22,b,c,us-west-1,us-west-1,314,314,1.0
1,22,b,c,us-east-1,us-west-1,311,311,1.0
2,22,a,b,us-west-1,us-west-1,314,314,1.0
3,22,a,b,us-east-1,us-east-1,311,311,1.0
4,22,frontend,a,us-west-1,us-west-1,313,313,1.0
