index_col,counter,src_svc,dst_svc,src_endpoint,dst_endpoint,src_cid,dst_cid,flow,total,weight
"('SOURCE', 'XXXX', 'frontend@POST@/write1mb')",17,SOURCE,frontend,SOURCE,frontend@POST@/write1mb,XXXX,us-west-1,519,610,0.8508196721311475
"('SOURCE', 'XXXX', 'frontend@POST@/write1mb')",17,SOURCE,frontend,SOURCE,frontend@POST@/write1mb,XXXX,us-east-1,91,610,0.14918032786885246
"('SOURCE', 'XXXX', 'frontend@POST@/write10kb')",17,SOURCE,frontend,SOURCE,frontend@POST@/write10kb,XXXX,us-west-1,505,598,0.8444816053511706
"('SOURCE', 'XXXX', 'frontend@POST@/write10kb')",17,SOURCE,frontend,SOURCE,frontend@POST@/write10kb,XXXX,us-east-1,93,598,0.15551839464882944
"('frontend@POST@/write1mb', 'us-west-1', 'compute-node@POST@/write1mb')",18,frontend,compute-node,frontend@POST@/write1mb,compute-node@POST@/write1mb,us-west-1,us-west-1,359,510,0.703921568627451
"('frontend@POST@/write1mb', 'us-west-1', 'compute-node@POST@/write1mb')",18,frontend,compute-node,frontend@POST@/write1mb,compute-node@POST@/write1mb,us-west-1,us-east-1,151,510,0.296078431372549
"('frontend@POST@/write1mb', 'us-east-1', 'compute-node@POST@/write1mb')",18,frontend,compute-node,frontend@POST@/write1mb,compute-node@POST@/write1mb,us-east-1,us-east-1,93,93,1.0
"('frontend@POST@/write10kb', 'us-west-1', 'compute-node@POST@/write10kb')",18,frontend,compute-node,frontend@POST@/write10kb,compute-node@POST@/write10kb,us-west-1,us-west-1,493,493,1.0
"('frontend@POST@/write10kb', 'us-east-1', 'compute-node@POST@/write10kb')",18,frontend,compute-node,frontend@POST@/write10kb,compute-node@POST@/write10kb,us-east-1,us-east-1,102,102,1.0
"('SOURCE', 'XXXX', 'frontend@POST@/write1mb')",18,SOURCE,frontend,SOURCE,frontend@POST@/write1mb,XXXX,us-west-1,509,602,0.845514950166113
"('SOURCE', 'XXXX', 'frontend@POST@/write1mb')",18,SOURCE,frontend,SOURCE,frontend@POST@/write1mb,XXXX,us-east-1,93,602,0.15448504983388706
"('SOURCE', 'XXXX', 'frontend@POST@/write10kb')",18,SOURCE,frontend,SOURCE,frontend@POST@/write10kb,XXXX,us-west-1,493,595,0.8285714285714286
"('SOURCE', 'XXXX', 'frontend@POST@/write10kb')",18,SOURCE,frontend,SOURCE,frontend@POST@/write10kb,XXXX,us-east-1,102,595,0.17142857142857143
"('frontend@POST@/write1mb', 'us-west-1', 'compute-node@POST@/write1mb')",19,frontend,compute-node,frontend@POST@/write1mb,compute-node@POST@/write1mb,us-west-1,us-west-1,359,499,0.7194388777555111
"('frontend@POST@/write1mb', 'us-west-1', 'compute-node@POST@/write1mb')",19,frontend,compute-node,frontend@POST@/write1mb,compute-node@POST@/write1mb,us-west-1,us-east-1,140,499,0.280561122244489
"('frontend@POST@/write1mb', 'us-east-1', 'compute-node@POST@/write1mb')",19,frontend,compute-node,frontend@POST@/write1mb,compute-node@POST@/write1mb,us-east-1,us-east-1,103,103,1.0
"('frontend@POST@/write10kb', 'us-west-1', 'compute-node@POST@/write10kb')",19,frontend,compute-node,frontend@POST@/write10kb,compute-node@POST@/write10kb,us-west-1,us-west-1,497,497,1.0
"('frontend@POST@/write10kb', 'us-east-1', 'compute-node@POST@/write10kb')",19,frontend,compute-node,frontend@POST@/write10kb,compute-node@POST@/write10kb,us-east-1,us-east-1,108,108,1.0
"('SOURCE', 'XXXX', 'frontend@POST@/write1mb')",19,SOURCE,frontend,SOURCE,frontend@POST@/write1mb,XXXX,us-west-1,498,601,0.8286189683860233
"('SOURCE', 'XXXX', 'frontend@POST@/write1mb')",19,SOURCE,frontend,SOURCE,frontend@POST@/write1mb,XXXX,us-east-1,103,601,0.1713810316139767
