,counter,src_svc,dst_svc,src_cid,dst_cid,flow,total,weight
0,1,b,c,us-west-1,us-west-1,13,13,1.0
1,1,b,c,us-east-1,us-east-1,1,1,1.0
2,1,frontend,a,us-west-1,us-west-1,13,14,0.9285714285714286
3,1,frontend,a,us-west-1,us-east-1,1,14,0.07142857142857142
4,1,c,d,us-west-1,us-west-1,13,13,1.0
5,1,c,d,us-east-1,us-east-1,1,1,1.0
6,1,a,b,us-west-1,us-west-1,13,13,1.0
7,1,a,b,us-east-1,us-east-1,1,1,1.0
8,1,SOURCE,frontend,XXXX,us-west-1,13,13,1.0
0,2,b,c,us-west-1,us-west-1,293,293,1.0
1,2,b,c,us-east-1,us-east-1,141,141,1.0
2,2,frontend,a,us-west-1,us-west-1,293,434,0.6751152073732719
3,2,frontend,a,us-west-1,us-east-1,141,434,0.3248847926267281
4,2,c,d,us-west-1,us-west-1,293,293,1.0
5,2,c,d,us-east-1,us-east-1,141,141,1.0
6,2,a,b,us-west-1,us-west-1,293,293,1.0
7,2,a,b,us-east-1,us-east-1,141,141,1.0
8,2,SOURCE,frontend,XXXX,us-west-1,433,433,1.0
0,3,b,c,us-west-1,us-west-1,242,242,1.0
1,3,b,c,us-east-1,us-east-1,99,99,1.0
2,3,frontend,a,us-west-1,us-west-1,242,242,1.0
3,3,frontend,a,us-east-1,us-east-1,98,98,1.0
4,3,c,d,us-west-1,us-west-1,242,242,1.0
5,3,c,d,us-east-1,us-east-1,99,99,1.0
6,3,a,b,us-west-1,us-west-1,242,242,1.0
7,3,a,b,us-east-1,us-east-1,99,99,1.0
8,3,SOURCE,frontend,XXXX,us-west-1,242,340,0.711764705882353
9,3,SOURCE,frontend,XXXX,us-east-1,98,340,0.28823529411764703
0,4,b,c,us-west-1,us-west-1,208,208,1.0
1,4,b,c,us-east-1,us-east-1,97,97,1.0
2,4,frontend,a,us-west-1,us-west-1,208,208,1.0
3,4,frontend,a,us-east-1,us-east-1,96,96,1.0
4,4,c,d,us-west-1,us-west-1,208,208,1.0
5,4,c,d,us-east-1,us-east-1,97,97,1.0
6,4,a,b,us-west-1,us-west-1,208,208,1.0
7,4,a,b,us-east-1,us-east-1,96,96,1.0
8,4,SOURCE,frontend,XXXX,us-west-1,208,304,0.6842105263157895
9,4,SOURCE,frontend,XXXX,us-east-1,96,304,0.3157894736842105
0,5,b,c,us-west-1,us-west-1,385,385,1.0
1,5,b,c,us-east-1,us-east-1,350,350,1.0
2,5,frontend,a,us-west-1,us-west-1,385,622,0.6189710610932476
3,5,frontend,a,us-west-1,us-east-1,237,622,0.38102893890675243
4,5,frontend,a,us-east-1,us-east-1,113,113,1.0
5,5,c,d,us-west-1,us-west-1,385,385,1.0
6,5,c,d,us-east-1,us-east-1,350,350,1.0
7,5,a,b,us-west-1,us-west-1,385,385,1.0
8,5,a,b,us-east-1,us-east-1,350,350,1.0
9,5,SOURCE,frontend,XXXX,us-west-1,621,734,0.8460490463215259
10,5,SOURCE,frontend,XXXX,us-east-1,113,734,0.1539509536784741
0,6,b,c,us-west-1,us-west-1,347,347,1.0
1,6,b,c,us-east-1,us-east-1,296,296,1.0
2,6,frontend,a,us-west-1,us-west-1,347,546,0.6355311355311355
3,6,frontend,a,us-west-1,us-east-1,199,546,0.36446886446886445
4,6,frontend,a,us-east-1,us-east-1,97,97,1.0
5,6,c,d,us-west-1,us-west-1,347,347,1.0
6,6,c,d,us-east-1,us-east-1,296,296,1.0
7,6,a,b,us-west-1,us-west-1,347,347,1.0
8,6,a,b,us-east-1,us-east-1,296,296,1.0
9,6,SOURCE,frontend,XXXX,us-west-1,545,642,0.8489096573208723
10,6,SOURCE,frontend,XXXX,us-east-1,97,642,0.15109034267912771
0,7,b,c,us-west-1,us-west-1,358,358,1.0
1,7,b,c,us-east-1,us-east-1,312,312,1.0
2,7,frontend,a,us-west-1,us-west-1,358,538,0.6654275092936803
3,7,frontend,a,us-west-1,us-east-1,180,538,0.3345724907063197
4,7,frontend,a,us-east-1,us-east-1,132,132,1.0
5,7,c,d,us-west-1,us-west-1,358,358,1.0
6,7,c,d,us-east-1,us-east-1,312,312,1.0
7,7,a,b,us-west-1,us-west-1,358,358,1.0
8,7,a,b,us-east-1,us-east-1,312,312,1.0
9,7,SOURCE,frontend,XXXX,us-west-1,537,669,0.8026905829596412
10,7,SOURCE,frontend,XXXX,us-east-1,132,669,0.19730941704035873
0,8,b,c,us-west-1,us-west-1,434,434,1.0
1,8,b,c,us-east-1,us-east-1,411,411,1.0
2,8,frontend,a,us-west-1,us-west-1,434,740,0.5864864864864865
3,8,frontend,a,us-west-1,us-east-1,306,740,0.4135135135135135
4,8,frontend,a,us-east-1,us-east-1,105,105,1.0
5,8,c,d,us-west-1,us-west-1,434,434,1.0
6,8,c,d,us-east-1,us-east-1,411,411,1.0
7,8,a,b,us-west-1,us-west-1,434,434,1.0
8,8,a,b,us-east-1,us-east-1,411,411,1.0
9,8,SOURCE,frontend,XXXX,us-west-1,739,844,0.8755924170616114
10,8,SOURCE,frontend,XXXX,us-east-1,105,844,0.12440758293838862
0,9,b,c,us-west-1,us-west-1,525,525,1.0
1,9,b,c,us-east-1,us-east-1,513,513,1.0
2,9,frontend,a,us-west-1,us-west-1,525,948,0.5537974683544303
3,9,frontend,a,us-west-1,us-east-1,423,948,0.4462025316455696
4,9,frontend,a,us-east-1,us-east-1,90,90,1.0
5,9,c,d,us-west-1,us-west-1,525,525,1.0
6,9,c,d,us-east-1,us-east-1,513,513,1.0
7,9,a,b,us-west-1,us-west-1,525,525,1.0
8,9,a,b,us-east-1,us-east-1,513,513,1.0
