,counter,src_svc,dst_svc,src_cid,dst_cid,flow,total,weight
0,1,b,c,us-west-1,us-west-1,450,450,1.0
1,1,b,c,us-east-1,us-east-1,424,424,1.0
2,1,a,b,us-west-1,us-west-1,450,450,1.0
3,1,a,b,us-east-1,us-east-1,424,424,1.0
4,1,c,d,us-west-1,us-west-1,450,450,1.0
5,1,c,d,us-east-1,us-east-1,424,424,1.0
6,1,frontend,a,us-west-1,us-west-1,450,762,0.5905511811023622
7,1,frontend,a,us-west-1,us-east-1,312,762,0.4094488188976378
8,1,frontend,a,us-east-1,us-east-1,112,112,1.0
9,1,SOURCE,frontend,XXXX,us-west-1,761,873,0.8717067583046965
10,1,SOURCE,frontend,XXXX,us-east-1,112,873,0.12829324169530354
0,2,b,c,us-west-1,us-west-1,310,310,1.0
1,2,b,c,us-east-1,us-east-1,149,149,1.0
2,2,a,b,us-west-1,us-west-1,310,310,1.0
3,2,a,b,us-east-1,us-east-1,149,149,1.0
4,2,c,d,us-west-1,us-west-1,310,310,1.0
5,2,c,d,us-east-1,us-east-1,149,149,1.0
6,2,frontend,a,us-west-1,us-west-1,310,332,0.9337349397590361
7,2,frontend,a,us-west-1,us-east-1,22,332,0.06626506024096386
8,2,frontend,a,us-east-1,us-east-1,127,127,1.0
9,2,SOURCE,frontend,XXXX,us-west-1,331,458,0.722707423580786
10,2,SOURCE,frontend,XXXX,us-east-1,127,458,0.27729257641921395
0,3,b,c,us-west-1,us-west-1,430,430,1.0
1,3,b,c,us-east-1,us-east-1,399,399,1.0
2,3,a,b,us-west-1,us-west-1,430,430,1.0
3,3,a,b,us-east-1,us-east-1,399,399,1.0
4,3,c,d,us-west-1,us-west-1,430,430,1.0
5,3,c,d,us-east-1,us-east-1,399,399,1.0
6,3,frontend,a,us-west-1,us-west-1,430,738,0.5826558265582655
7,3,frontend,a,us-west-1,us-east-1,308,738,0.4173441734417344
8,3,frontend,a,us-east-1,us-east-1,91,91,1.0
9,3,SOURCE,frontend,XXXX,us-west-1,737,828,0.8900966183574879
10,3,SOURCE,frontend,XXXX,us-east-1,91,828,0.10990338164251208
0,4,b,c,us-west-1,us-west-1,443,443,1.0
1,4,b,c,us-east-1,us-east-1,415,415,1.0
2,4,a,b,us-west-1,us-west-1,443,443,1.0
3,4,a,b,us-east-1,us-east-1,415,415,1.0
4,4,c,d,us-west-1,us-west-1,443,443,1.0
5,4,c,d,us-east-1,us-east-1,415,415,1.0
6,4,frontend,a,us-west-1,us-west-1,443,765,0.5790849673202615
7,4,frontend,a,us-west-1,us-east-1,322,765,0.42091503267973857
8,4,frontend,a,us-east-1,us-east-1,93,93,1.0
9,4,SOURCE,frontend,XXXX,us-west-1,764,857,0.8914819136522754
10,4,SOURCE,frontend,XXXX,us-east-1,93,857,0.10851808634772463
0,5,b,c,us-west-1,us-west-1,482,482,1.0
1,5,b,c,us-east-1,us-east-1,462,462,1.0
2,5,a,b,us-west-1,us-west-1,482,482,1.0
3,5,a,b,us-east-1,us-east-1,462,462,1.0
4,5,c,d,us-west-1,us-west-1,482,482,1.0
5,5,c,d,us-east-1,us-east-1,462,462,1.0
6,5,frontend,a,us-west-1,us-west-1,482,852,0.5657276995305164
7,5,frontend,a,us-west-1,us-east-1,370,852,0.43427230046948356
8,5,frontend,a,us-east-1,us-east-1,92,92,1.0
9,5,SOURCE,frontend,XXXX,us-west-1,851,943,0.9024390243902439
10,5,SOURCE,frontend,XXXX,us-east-1,92,943,0.0975609756097561
0,6,b,c,us-west-1,us-west-1,392,392,1.0
1,6,b,c,us-east-1,us-east-1,349,349,1.0
2,6,a,b,us-west-1,us-west-1,392,392,1.0
3,6,a,b,us-east-1,us-east-1,349,349,1.0
4,6,c,d,us-west-1,us-west-1,392,392,1.0
5,6,c,d,us-east-1,us-east-1,349,349,1.0
6,6,frontend,a,us-west-1,us-west-1,392,648,0.6049382716049383
7,6,frontend,a,us-west-1,us-east-1,256,648,0.3950617283950617
8,6,frontend,a,us-east-1,us-east-1,93,93,1.0
9,6,SOURCE,frontend,XXXX,us-west-1,647,740,0.8743243243243243
10,6,SOURCE,frontend,XXXX,us-east-1,93,740,0.12567567567567567
