,counter,src_svc,dst_svc,src_cid,dst_cid,flow,total,weight
0,1,b,c,us-east-1,us-east-1,1,2,0.5
1,1,b,c,us-east-1,us-west-1,1,2,0.5
2,1,b,c,us-west-1,us-east-1,1,265,0.0037735849056603774
3,1,b,c,us-west-1,us-west-1,264,265,0.9962264150943396
4,1,frontend,a,us-west-1,us-east-1,1,265,0.0037735849056603774
5,1,frontend,a,us-west-1,us-west-1,264,265,0.9962264150943396
6,1,c,d,us-east-1,us-east-1,1,2,0.5
7,1,c,d,us-east-1,us-west-1,1,2,0.5
8,1,c,d,us-west-1,us-east-1,1,265,0.0037735849056603774
9,1,c,d,us-west-1,us-west-1,264,265,0.9962264150943396
10,1,a,b,us-east-1,us-east-1,1,2,0.5
11,1,a,b,us-east-1,us-west-1,1,2,0.5
12,1,a,b,us-west-1,us-east-1,1,265,0.0037735849056603774
13,1,a,b,us-west-1,us-west-1,264,265,0.9962264150943396
14,1,SOURCE,frontend,XXXX,us-west-1,264,264,1.0
0,2,b,c,us-east-1,us-east-1,87,87,1.0
1,2,b,c,us-west-1,us-west-1,350,350,1.0
2,2,frontend,a,us-east-1,us-east-1,86,86,1.0
3,2,frontend,a,us-west-1,us-west-1,350,350,1.0
4,2,c,d,us-east-1,us-east-1,87,87,1.0
5,2,c,d,us-west-1,us-west-1,350,350,1.0
6,2,a,b,us-east-1,us-east-1,87,87,1.0
7,2,a,b,us-west-1,us-west-1,350,350,1.0
8,2,SOURCE,frontend,XXXX,us-east-1,86,436,0.19724770642201836
9,2,SOURCE,frontend,XXXX,us-west-1,350,436,0.8027522935779816
0,3,b,c,us-east-1,us-east-1,101,101,1.0
1,3,b,c,us-west-1,us-west-1,293,293,1.0
2,3,frontend,a,us-east-1,us-east-1,101,101,1.0
3,3,frontend,a,us-west-1,us-west-1,293,293,1.0
4,3,c,d,us-east-1,us-east-1,101,101,1.0
5,3,c,d,us-west-1,us-west-1,293,293,1.0
6,3,a,b,us-east-1,us-east-1,101,101,1.0
7,3,a,b,us-west-1,us-west-1,293,293,1.0
8,3,SOURCE,frontend,XXXX,us-east-1,101,394,0.2563451776649746
9,3,SOURCE,frontend,XXXX,us-west-1,293,394,0.7436548223350253
0,4,b,c,us-east-1,us-east-1,109,109,1.0
1,4,b,c,us-west-1,us-west-1,285,285,1.0
2,4,frontend,a,us-east-1,us-east-1,109,109,1.0
3,4,frontend,a,us-west-1,us-west-1,285,285,1.0
4,4,c,d,us-east-1,us-east-1,109,109,1.0
5,4,c,d,us-west-1,us-west-1,285,285,1.0
6,4,a,b,us-east-1,us-east-1,109,109,1.0
7,4,a,b,us-west-1,us-west-1,285,285,1.0
8,4,SOURCE,frontend,XXXX,us-east-1,109,394,0.2766497461928934
9,4,SOURCE,frontend,XXXX,us-west-1,285,394,0.7233502538071066
0,5,b,c,us-east-1,us-east-1,99,99,1.0
1,5,b,c,us-west-1,us-west-1,311,311,1.0
2,5,frontend,a,us-east-1,us-east-1,99,99,1.0
3,5,frontend,a,us-west-1,us-west-1,311,311,1.0
4,5,c,d,us-east-1,us-east-1,99,99,1.0
5,5,c,d,us-west-1,us-west-1,311,311,1.0
6,5,a,b,us-east-1,us-east-1,99,99,1.0
7,5,a,b,us-west-1,us-west-1,311,311,1.0
8,5,SOURCE,frontend,XXXX,us-east-1,99,410,0.24146341463414633
9,5,SOURCE,frontend,XXXX,us-west-1,311,410,0.7585365853658537
0,6,b,c,us-east-1,us-east-1,123,123,1.0
1,6,b,c,us-west-1,us-west-1,281,281,1.0
2,6,frontend,a,us-east-1,us-east-1,122,122,1.0
3,6,frontend,a,us-west-1,us-west-1,281,281,1.0
4,6,c,d,us-east-1,us-east-1,123,123,1.0
5,6,c,d,us-west-1,us-west-1,281,281,1.0
6,6,a,b,us-east-1,us-east-1,122,122,1.0
7,6,a,b,us-west-1,us-west-1,281,281,1.0
8,6,SOURCE,frontend,XXXX,us-east-1,122,403,0.3027295285359802
9,6,SOURCE,frontend,XXXX,us-west-1,281,403,0.6972704714640199
0,7,b,c,us-east-1,us-east-1,118,118,1.0
1,7,b,c,us-west-1,us-west-1,278,278,1.0
2,7,frontend,a,us-east-1,us-east-1,117,117,1.0
3,7,frontend,a,us-west-1,us-west-1,278,278,1.0
4,7,c,d,us-east-1,us-east-1,118,118,1.0
5,7,c,d,us-west-1,us-west-1,278,278,1.0
6,7,a,b,us-east-1,us-east-1,117,117,1.0
7,7,a,b,us-west-1,us-west-1,278,278,1.0
8,7,SOURCE,frontend,XXXX,us-east-1,117,395,0.29620253164556964
9,7,SOURCE,frontend,XXXX,us-west-1,278,395,0.7037974683544304
0,8,b,c,us-east-1,us-east-1,85,85,1.0
1,8,b,c,us-west-1,us-west-1,313,313,1.0
2,8,frontend,a,us-east-1,us-east-1,84,84,1.0
3,8,frontend,a,us-west-1,us-west-1,313,313,1.0
4,8,c,d,us-east-1,us-east-1,85,85,1.0
5,8,c,d,us-west-1,us-west-1,313,313,1.0
6,8,a,b,us-east-1,us-east-1,85,85,1.0
7,8,a,b,us-west-1,us-west-1,313,313,1.0
8,8,SOURCE,frontend,XXXX,us-east-1,84,397,0.21158690176322417
9,8,SOURCE,frontend,XXXX,us-west-1,313,397,0.7884130982367759
0,9,b,c,us-east-1,us-east-1,94,94,1.0
1,9,b,c,us-west-1,us-west-1,292,292,1.0
2,9,frontend,a,us-east-1,us-east-1,94,94,1.0
3,9,frontend,a,us-west-1,us-west-1,292,292,1.0
4,9,c,d,us-east-1,us-east-1,94,94,1.0
5,9,c,d,us-west-1,us-west-1,292,292,1.0
6,9,a,b,us-east-1,us-east-1,94,94,1.0
7,9,a,b,us-west-1,us-west-1,292,292,1.0
8,9,SOURCE,frontend,XXXX,us-east-1,94,386,0.24352331606217617
9,9,SOURCE,frontend,XXXX,us-west-1,292,386,0.7564766839378239
0,10,b,c,us-east-1,us-east-1,88,88,1.0
1,10,b,c,us-west-1,us-west-1,310,310,1.0
2,10,frontend,a,us-east-1,us-east-1,87,87,1.0
3,10,frontend,a,us-west-1,us-west-1,310,310,1.0
4,10,c,d,us-east-1,us-east-1,88,88,1.0
5,10,c,d,us-west-1,us-west-1,310,310,1.0
6,10,a,b,us-east-1,us-east-1,88,88,1.0
7,10,a,b,us-west-1,us-west-1,310,310,1.0
8,10,SOURCE,frontend,XXXX,us-east-1,87,397,0.21914357682619648
9,10,SOURCE,frontend,XXXX,us-west-1,310,397,0.7808564231738035
0,11,b,c,us-east-1,us-east-1,113,113,1.0
1,11,b,c,us-west-1,us-west-1,305,305,1.0
2,11,frontend,a,us-east-1,us-east-1,112,112,1.0
3,11,frontend,a,us-west-1,us-west-1,305,305,1.0
4,11,c,d,us-east-1,us-east-1,113,113,1.0
5,11,c,d,us-west-1,us-west-1,305,305,1.0
6,11,a,b,us-east-1,us-east-1,113,113,1.0
7,11,a,b,us-west-1,us-west-1,305,305,1.0
8,11,SOURCE,frontend,XXXX,us-east-1,112,417,0.2685851318944844
9,11,SOURCE,frontend,XXXX,us-west-1,305,417,0.7314148681055156
0,12,b,c,us-east-1,us-east-1,100,100,1.0
1,12,b,c,us-west-1,us-west-1,273,273,1.0
2,12,frontend,a,us-east-1,us-east-1,100,100,1.0
3,12,frontend,a,us-west-1,us-west-1,273,273,1.0
4,12,c,d,us-east-1,us-east-1,100,100,1.0
5,12,c,d,us-west-1,us-west-1,273,273,1.0
6,12,a,b,us-east-1,us-east-1,100,100,1.0
