,counter,src_svc,dst_svc,src_cid,dst_cid,flow,total,weight
0,1,b,c,us-east-1,us-east-1,366,366,1.0
1,1,b,c,us-west-1,us-west-1,447,447,1.0
2,1,a,b,us-east-1,us-east-1,366,366,1.0
3,1,a,b,us-west-1,us-west-1,447,447,1.0
4,1,c,d,us-east-1,us-east-1,366,366,1.0
5,1,c,d,us-west-1,us-west-1,447,447,1.0
6,1,frontend,a,us-east-1,us-east-1,95,95,1.0
7,1,frontend,a,us-west-1,us-east-1,271,718,0.3774373259052925
8,1,frontend,a,us-west-1,us-west-1,447,718,0.6225626740947076
9,1,SOURCE,frontend,XXXX,us-east-1,95,812,0.11699507389162561
10,1,SOURCE,frontend,XXXX,us-west-1,717,812,0.8830049261083743
0,2,b,c,us-east-1,us-east-1,341,341,1.0
1,2,b,c,us-west-1,us-west-1,434,434,1.0
2,2,a,b,us-east-1,us-east-1,341,341,1.0
3,2,a,b,us-west-1,us-west-1,434,434,1.0
4,2,c,d,us-east-1,us-east-1,341,341,1.0
5,2,c,d,us-west-1,us-west-1,434,434,1.0
6,2,frontend,a,us-east-1,us-east-1,95,95,1.0
7,2,frontend,a,us-west-1,us-east-1,246,680,0.36176470588235293
8,2,frontend,a,us-west-1,us-west-1,434,680,0.638235294117647
9,2,SOURCE,frontend,XXXX,us-east-1,95,774,0.1227390180878553
10,2,SOURCE,frontend,XXXX,us-west-1,679,774,0.8772609819121447
0,3,b,c,us-east-1,us-east-1,325,325,1.0
1,3,b,c,us-west-1,us-west-1,426,426,1.0
2,3,a,b,us-east-1,us-east-1,325,325,1.0
3,3,a,b,us-west-1,us-west-1,426,426,1.0
4,3,c,d,us-east-1,us-east-1,325,325,1.0
5,3,c,d,us-west-1,us-west-1,426,426,1.0
6,3,frontend,a,us-east-1,us-east-1,109,109,1.0
7,3,frontend,a,us-west-1,us-east-1,216,642,0.3364485981308411
8,3,frontend,a,us-west-1,us-west-1,426,642,0.6635514018691588
9,3,SOURCE,frontend,XXXX,us-east-1,109,750,0.14533333333333334
10,3,SOURCE,frontend,XXXX,us-west-1,641,750,0.8546666666666667
0,4,b,c,us-east-1,us-east-1,96,96,1.0
1,4,b,c,us-west-1,us-west-1,336,336,1.0
2,4,a,b,us-east-1,us-east-1,96,96,1.0
3,4,a,b,us-west-1,us-west-1,336,336,1.0
4,4,c,d,us-east-1,us-east-1,96,96,1.0
5,4,c,d,us-west-1,us-west-1,336,336,1.0
6,4,frontend,a,us-east-1,us-east-1,96,96,1.0
7,4,frontend,a,us-west-1,us-west-1,336,336,1.0
8,4,SOURCE,frontend,XXXX,us-east-1,96,432,0.2222222222222222
9,4,SOURCE,frontend,XXXX,us-west-1,336,432,0.7777777777777778
0,5,b,c,us-east-1,us-east-1,191,191,1.0
1,5,b,c,us-west-1,us-west-1,390,390,1.0
2,5,a,b,us-east-1,us-east-1,191,191,1.0
3,5,a,b,us-west-1,us-west-1,390,390,1.0
4,5,c,d,us-east-1,us-east-1,191,191,1.0
5,5,c,d,us-west-1,us-west-1,390,390,1.0
6,5,frontend,a,us-east-1,us-east-1,99,99,1.0
7,5,frontend,a,us-west-1,us-east-1,92,482,0.1908713692946058
8,5,frontend,a,us-west-1,us-west-1,390,482,0.8091286307053942
9,5,SOURCE,frontend,XXXX,us-east-1,99,580,0.1706896551724138
10,5,SOURCE,frontend,XXXX,us-west-1,481,580,0.8293103448275863
