,counter,src_svc,dst_svc,src_cid,dst_cid,flow,total,weight
0,1,b,c,us-east-1,us-east-1,157,157,1.0
1,1,b,c,us-west-1,us-west-1,387,387,1.0
2,1,a,b,us-east-1,us-east-1,157,157,1.0
3,1,a,b,us-west-1,us-west-1,387,387,1.0
4,1,c,d,us-east-1,us-east-1,157,157,1.0
5,1,c,d,us-west-1,us-west-1,387,387,1.0
6,1,frontend,a,us-east-1,us-east-1,99,99,1.0
7,1,frontend,a,us-west-1,us-east-1,58,445,0.1303370786516854
8,1,frontend,a,us-west-1,us-west-1,387,445,0.8696629213483146
9,1,SOURCE,frontend,XXXX,us-east-1,99,543,0.18232044198895028
10,1,SOURCE,frontend,XXXX,us-west-1,444,543,0.8176795580110497
0,2,b,c,us-east-1,us-east-1,483,483,1.0
1,2,b,c,us-west-1,us-west-1,526,526,1.0
2,2,a,b,us-east-1,us-east-1,483,483,1.0
3,2,a,b,us-west-1,us-west-1,526,526,1.0
4,2,c,d,us-east-1,us-east-1,483,483,1.0
5,2,c,d,us-west-1,us-west-1,526,526,1.0
6,2,frontend,a,us-east-1,us-east-1,93,93,1.0
7,2,frontend,a,us-west-1,us-east-1,390,916,0.425764192139738
8,2,frontend,a,us-west-1,us-west-1,526,916,0.574235807860262
9,2,SOURCE,frontend,XXXX,us-east-1,93,1008,0.09226190476190477
10,2,SOURCE,frontend,XXXX,us-west-1,915,1008,0.9077380952380952
0,3,b,c,us-east-1,us-east-1,231,231,1.0
1,3,b,c,us-west-1,us-west-1,396,396,1.0
2,3,a,b,us-east-1,us-east-1,231,231,1.0
3,3,a,b,us-west-1,us-west-1,396,396,1.0
4,3,c,d,us-east-1,us-east-1,231,231,1.0
5,3,c,d,us-west-1,us-west-1,396,396,1.0
6,3,frontend,a,us-east-1,us-east-1,92,92,1.0
7,3,frontend,a,us-west-1,us-east-1,139,535,0.25981308411214954
8,3,frontend,a,us-west-1,us-west-1,396,535,0.7401869158878505
9,3,SOURCE,frontend,XXXX,us-east-1,92,626,0.14696485623003194
10,3,SOURCE,frontend,XXXX,us-west-1,534,626,0.853035143769968
0,4,b,c,us-east-1,us-east-1,296,296,1.0
1,4,b,c,us-west-1,us-west-1,414,414,1.0
2,4,a,b,us-east-1,us-east-1,296,296,1.0
3,4,a,b,us-west-1,us-west-1,414,414,1.0
4,4,c,d,us-east-1,us-east-1,296,296,1.0
5,4,c,d,us-west-1,us-west-1,414,414,1.0
6,4,frontend,a,us-east-1,us-east-1,102,102,1.0
7,4,frontend,a,us-west-1,us-east-1,194,608,0.3190789473684211
8,4,frontend,a,us-west-1,us-west-1,414,608,0.680921052631579
9,4,SOURCE,frontend,XXXX,us-east-1,102,709,0.14386459802538787
10,4,SOURCE,frontend,XXXX,us-west-1,607,709,0.8561354019746121
0,5,b,c,us-east-1,us-east-1,591,591,1.0
