counter,region,service,endpoint,rps
24,us-central-1,sslateingress,sslateingress@POST@/cart,106
24,us-central-1,sslateingress,sslateingress@POST@/setCurrency,111
24,us-central-1,sslateingress,sslateingress@POST@/cart/empty,107
24,us-central-1,recommendationservice,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations,114
24,us-central-1,frontend,frontend@POST@/cart,117
24,us-central-1,frontend,frontend@POST@/cart/checkout,113
24,us-central-1,frontend,frontend@POST@/setCurrency,113
24,us-central-1,frontend,frontend@POST@/cart/empty,99
24,us-west-1,sslateingress,sslateingress@POST@/cart/empty,451
24,us-west-1,sslateingress,sslateingress@POST@/cart/checkout,434
24,us-west-1,sslateingress,sslateingress@POST@/cart,471
24,us-west-1,sslateingress,sslateingress@POST@/setCurrency,460
24,us-west-1,cartservice,cartservice@POST@/hipstershop.CartService/GetCart,451
24,us-west-1,cartservice,cartservice@POST@/hipstershop.CartService/AddItem,429
24,us-west-1,cartservice,cartservice@POST@/hipstershop.CartService/EmptyCart,463
24,us-west-1,checkoutservice,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder,436
24,us-west-1,paymentservice,paymentservice@POST@/hipstershop.PaymentService/Charge,449
24,us-west-1,emailservice,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation,454
24,us-west-1,shippingservice,shippingservice@POST@/hipstershop.ShippingService/ShipOrder,440
24,us-west-1,productcatalogservice,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct,654
24,us-west-1,recommendationservice,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations,448
24,us-west-1,frontend,frontend@POST@/cart/checkout,446
24,us-west-1,frontend,frontend@POST@/cart,457
24,us-west-1,frontend,frontend@POST@/setCurrency,449
24,us-west-1,frontend,frontend@POST@/cart/empty,448
25,us-east-1,paymentservice,paymentservice@POST@/hipstershop.PaymentService/Charge,119
25,us-east-1,emailservice,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation,115
25,us-east-1,frontend,frontend@POST@/setCurrency,118
25,us-east-1,frontend,frontend@POST@/cart,116
25,us-east-1,frontend,frontend@POST@/cart/checkout,113
25,us-east-1,frontend,frontend@POST@/cart/empty,116
25,us-east-1,recommendationservice,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations,120
25,us-east-1,checkoutservice,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder,120
25,us-east-1,cartservice,cartservice@POST@/hipstershop.CartService/GetCart,119
25,us-east-1,cartservice,cartservice@POST@/hipstershop.CartService/AddItem,114
25,us-east-1,cartservice,cartservice@POST@/hipstershop.CartService/EmptyCart,114
25,us-east-1,sslateingress,sslateingress@POST@/setCurrency,117
25,us-east-1,sslateingress,sslateingress@POST@/cart/checkout,107
25,us-east-1,sslateingress,sslateingress@POST@/cart/empty,119
25,us-east-1,sslateingress,sslateingress@POST@/cart,115
25,us-east-1,shippingservice,shippingservice@POST@/hipstershop.ShippingService/ShipOrder,114
