,counter,src_svc,dst_svc,src_cid,dst_cid,flow,weight,total
2,19,b,c,us-east-1,us-west-1,-1,1.0,-1
3,19,a,b,us-east-1,us-east-1,-1,1.0,-1
4,19,b,c,us-west-1,us-west-1,-1,1.0,-1
5,19,a,b,us-west-1,us-west-1,-1,1.0,-1
0,20,frontend,a,us-east-1,us-east-1,270,1.0,270
1,20,frontend,a,us-west-1,us-west-1,110,1.0,110
2,20,b,c,us-east-1,us-west-1,-1,1.0,-1
3,20,a,b,us-east-1,us-east-1,-1,1.0,-1
4,20,b,c,us-west-1,us-west-1,-1,1.0,-1
5,20,a,b,us-west-1,us-west-1,-1,1.0,-1
0,21,frontend,a,us-east-1,us-east-1,312,1.0,312
1,21,frontend,a,us-west-1,us-west-1,107,1.0,107
2,21,b,c,us-east-1,us-west-1,-1,1.0,-1
3,21,a,b,us-east-1,us-east-1,-1,1.0,-1
4,21,b,c,us-west-1,us-west-1,-1,1.0,-1
5,21,a,b,us-west-1,us-west-1,-1,1.0,-1
0,22,frontend,a,us-east-1,us-east-1,310,1.0,310
1,22,frontend,a,us-west-1,us-west-1,115,1.0,115
2,22,b,c,us-east-1,us-west-1,-1,1.0,-1
3,22,a,b,us-east-1,us-east-1,-1,1.0,-1
4,22,b,c,us-west-1,us-west-1,-1,1.0,-1
5,22,a,b,us-west-1,us-west-1,-1,1.0,-1
0,23,frontend,a,us-east-1,us-east-1,315,1.0,315
1,23,frontend,a,us-west-1,us-west-1,99,1.0,99
2,23,b,c,us-east-1,us-west-1,-1,1.0,-1
3,23,a,b,us-east-1,us-east-1,-1,1.0,-1
4,23,b,c,us-west-1,us-west-1,-1,1.0,-1
5,23,a,b,us-west-1,us-west-1,-1,1.0,-1
0,24,frontend,a,us-east-1,us-east-1,295,1.0,295
1,24,frontend,a,us-west-1,us-west-1,90,1.0,90
2,24,b,c,us-east-1,us-west-1,-1,1.0,-1
3,24,a,b,us-east-1,us-east-1,-1,1.0,-1
4,24,b,c,us-west-1,us-west-1,-1,1.0,-1
5,24,a,b,us-west-1,us-west-1,-1,1.0,-1
0,25,frontend,a,us-east-1,us-east-1,308,1.0,308
1,25,frontend,a,us-west-1,us-west-1,89,1.0,89
2,25,b,c,us-east-1,us-west-1,-1,1.0,-1
3,25,a,b,us-east-1,us-east-1,-1,1.0,-1
4,25,b,c,us-west-1,us-west-1,-1,1.0,-1
5,25,a,b,us-west-1,us-west-1,-1,1.0,-1
0,26,frontend,a,us-east-1,us-east-1,294,1.0,294
1,26,frontend,a,us-west-1,us-west-1,92,1.0,92
2,26,b,c,us-east-1,us-west-1,-1,1.0,-1
3,26,a,b,us-east-1,us-east-1,-1,1.0,-1
4,26,b,c,us-west-1,us-west-1,-1,1.0,-1
5,26,a,b,us-west-1,us-west-1,-1,1.0,-1
0,27,frontend,a,us-east-1,us-east-1,313,1.0,313
1,27,frontend,a,us-west-1,us-west-1,108,1.0,108
2,27,b,c,us-east-1,us-west-1,-1,1.0,-1
3,27,a,b,us-east-1,us-east-1,-1,1.0,-1
4,27,b,c,us-west-1,us-west-1,-1,1.0,-1
5,27,a,b,us-west-1,us-west-1,-1,1.0,-1
0,28,frontend,a,us-east-1,us-east-1,275,1.0,275
1,28,frontend,a,us-west-1,us-west-1,113,1.0,113
2,28,b,c,us-east-1,us-west-1,-1,1.0,-1
3,28,a,b,us-east-1,us-east-1,-1,1.0,-1
4,28,b,c,us-west-1,us-west-1,-1,1.0,-1
5,28,a,b,us-west-1,us-west-1,-1,1.0,-1
0,29,frontend,a,us-east-1,us-east-1,320,1.0,320
1,29,frontend,a,us-west-1,us-west-1,90,1.0,90
2,29,b,c,us-east-1,us-west-1,-1,1.0,-1
3,29,a,b,us-east-1,us-east-1,-1,1.0,-1
4,29,b,c,us-west-1,us-west-1,-1,1.0,-1
5,29,a,b,us-west-1,us-west-1,-1,1.0,-1
0,30,frontend,a,us-east-1,us-east-1,254,1.0,254
1,30,frontend,a,us-west-1,us-west-1,86,1.0,86
2,30,b,c,us-east-1,us-west-1,-1,1.0,-1
3,30,a,b,us-east-1,us-east-1,-1,1.0,-1
4,30,b,c,us-west-1,us-west-1,-1,1.0,-1
5,30,a,b,us-west-1,us-west-1,-1,1.0,-1
0,31,frontend,a,us-east-1,us-east-1,278,1.0,278
1,31,frontend,a,us-west-1,us-west-1,87,1.0,87
2,31,b,c,us-east-1,us-west-1,-1,1.0,-1
3,31,a,b,us-east-1,us-east-1,-1,1.0,-1
4,31,b,c,us-west-1,us-west-1,-1,1.0,-1
5,31,a,b,us-west-1,us-west-1,-1,1.0,-1
0,32,frontend,a,us-east-1,us-east-1,284,1.0,284
1,32,frontend,a,us-west-1,us-west-1,113,1.0,113
2,32,b,c,us-east-1,us-west-1,-1,1.0,-1
3,32,a,b,us-east-1,us-east-1,-1,1.0,-1
4,32,b,c,us-west-1,us-west-1,-1,1.0,-1
5,32,a,b,us-west-1,us-west-1,-1,1.0,-1
0,33,frontend,a,us-east-1,us-east-1,290,1.0,290
1,33,frontend,a,us-west-1,us-west-1,92,1.0,92
2,33,b,c,us-east-1,us-west-1,-1,1.0,-1
3,33,a,b,us-east-1,us-east-1,-1,1.0,-1
4,33,b,c,us-west-1,us-west-1,-1,1.0,-1
5,33,a,b,us-west-1,us-west-1,-1,1.0,-1
0,34,frontend,a,us-east-1,us-east-1,303,1.0,303
1,34,frontend,a,us-west-1,us-west-1,107,1.0,107
2,34,b,c,us-east-1,us-west-1,-1,1.0,-1
3,34,a,b,us-east-1,us-east-1,-1,1.0,-1
4,34,b,c,us-west-1,us-west-1,-1,1.0,-1
5,34,a,b,us-west-1,us-west-1,-1,1.0,-1
0,35,frontend,a,us-east-1,us-east-1,329,1.0,329
1,35,frontend,a,us-west-1,us-west-1,94,1.0,94
2,35,b,c,us-east-1,us-west-1,-1,1.0,-1
3,35,a,b,us-east-1,us-east-1,-1,1.0,-1
4,35,b,c,us-west-1,us-west-1,-1,1.0,-1
5,35,a,b,us-west-1,us-west-1,-1,1.0,-1
0,36,frontend,a,us-east-1,us-east-1,307,1.0,307
1,36,frontend,a,us-west-1,us-west-1,103,1.0,103
2,36,b,c,us-east-1,us-west-1,-1,1.0,-1
3,36,a,b,us-east-1,us-east-1,-1,1.0,-1
4,36,b,c,us-west-1,us-west-1,-1,1.0,-1
5,36,a,b,us-west-1,us-west-1,-1,1.0,-1
0,37,frontend,a,us-east-1,us-east-1,308,1.0,308
1,37,frontend,a,us-west-1,us-west-1,110,1.0,110
2,37,b,c,us-east-1,us-west-1,-1,1.0,-1
3,37,a,b,us-east-1,us-east-1,-1,1.0,-1
4,37,b,c,us-west-1,us-west-1,-1,1.0,-1
5,37,a,b,us-west-1,us-west-1,-1,1.0,-1
0,38,frontend,a,us-east-1,us-east-1,269,1.0,269
1,38,frontend,a,us-west-1,us-west-1,103,1.0,103
2,38,b,c,us-east-1,us-west-1,-1,1.0,-1
3,38,a,b,us-east-1,us-east-1,-1,1.0,-1
4,38,b,c,us-west-1,us-west-1,-1,1.0,-1
5,38,a,b,us-west-1,us-west-1,-1,1.0,-1
0,39,frontend,a,us-east-1,us-east-1,289,1.0,289
1,39,frontend,a,us-west-1,us-west-1,98,1.0,98
2,39,b,c,us-east-1,us-west-1,-1,1.0,-1
3,39,a,b,us-east-1,us-east-1,-1,1.0,-1
4,39,b,c,us-west-1,us-west-1,-1,1.0,-1
5,39,a,b,us-west-1,us-west-1,-1,1.0,-1
0,40,frontend,a,us-east-1,us-east-1,301,1.0,301
1,40,frontend,a,us-west-1,us-west-1,94,1.0,94
2,40,b,c,us-east-1,us-west-1,-1,1.0,-1
3,40,a,b,us-east-1,us-east-1,-1,1.0,-1
4,40,b,c,us-west-1,us-west-1,-1,1.0,-1
5,40,a,b,us-west-1,us-west-1,-1,1.0,-1
0,41,frontend,a,us-east-1,us-east-1,304,1.0,304
1,41,frontend,a,us-west-1,us-west-1,102,1.0,102
2,41,b,c,us-east-1,us-west-1,-1,1.0,-1
3,41,a,b,us-east-1,us-east-1,-1,1.0,-1
4,41,b,c,us-west-1,us-west-1,-1,1.0,-1
5,41,a,b,us-west-1,us-west-1,-1,1.0,-1
0,42,frontend,a,us-east-1,us-east-1,309,1.0,309
1,42,frontend,a,us-west-1,us-west-1,94,1.0,94
2,42,b,c,us-east-1,us-west-1,-1,1.0,-1
3,42,a,b,us-east-1,us-east-1,-1,1.0,-1
4,42,b,c,us-west-1,us-west-1,-1,1.0,-1
5,42,a,b,us-west-1,us-west-1,-1,1.0,-1
0,43,frontend,a,us-east-1,us-east-1,310,1.0,310
1,43,frontend,a,us-west-1,us-west-1,109,1.0,109
2,43,b,c,us-east-1,us-west-1,-1,1.0,-1
3,43,a,b,us-east-1,us-east-1,-1,1.0,-1
4,43,b,c,us-west-1,us-west-1,-1,1.0,-1
5,43,a,b,us-west-1,us-west-1,-1,1.0,-1
0,44,frontend,a,us-east-1,us-east-1,320,1.0,320
1,44,frontend,a,us-west-1,us-west-1,111,1.0,111
2,44,b,c,us-east-1,us-west-1,-1,1.0,-1
3,44,a,b,us-east-1,us-east-1,-1,1.0,-1
4,44,b,c,us-west-1,us-west-1,-1,1.0,-1
5,44,a,b,us-west-1,us-west-1,-1,1.0,-1
0,45,frontend,a,us-east-1,us-east-1,316,1.0,316
1,45,frontend,a,us-west-1,us-west-1,90,1.0,90
2,45,b,c,us-east-1,us-west-1,-1,1.0,-1
3,45,a,b,us-east-1,us-east-1,-1,1.0,-1
4,45,b,c,us-west-1,us-west-1,-1,1.0,-1
5,45,a,b,us-west-1,us-west-1,-1,1.0,-1
0,46,frontend,a,us-east-1,us-east-1,292,1.0,292
1,46,frontend,a,us-west-1,us-west-1,91,1.0,91
2,46,b,c,us-east-1,us-west-1,-1,1.0,-1
3,46,a,b,us-east-1,us-east-1,-1,1.0,-1
4,46,b,c,us-west-1,us-west-1,-1,1.0,-1
5,46,a,b,us-west-1,us-west-1,-1,1.0,-1
0,47,frontend,a,us-east-1,us-east-1,316,1.0,316
1,47,frontend,a,us-west-1,us-west-1,92,1.0,92
2,47,b,c,us-east-1,us-west-1,-1,1.0,-1
3,47,a,b,us-east-1,us-east-1,-1,1.0,-1
4,47,b,c,us-west-1,us-west-1,-1,1.0,-1
5,47,a,b,us-west-1,us-west-1,-1,1.0,-1
0,48,frontend,a,us-east-1,us-east-1,310,1.0,310
1,48,frontend,a,us-west-1,us-west-1,106,1.0,106
2,48,b,c,us-east-1,us-west-1,-1,1.0,-1
3,48,a,b,us-east-1,us-east-1,-1,1.0,-1
4,48,b,c,us-west-1,us-west-1,-1,1.0,-1
5,48,a,b,us-west-1,us-west-1,-1,1.0,-1
0,49,frontend,a,us-east-1,us-east-1,270,1.0,270
1,49,frontend,a,us-west-1,us-west-1,106,1.0,106
2,49,b,c,us-east-1,us-west-1,-1,1.0,-1
3,49,a,b,us-east-1,us-east-1,-1,1.0,-1
4,49,b,c,us-west-1,us-west-1,-1,1.0,-1
5,49,a,b,us-west-1,us-west-1,-1,1.0,-1
0,50,frontend,a,us-east-1,us-east-1,290,1.0,290
1,50,frontend,a,us-west-1,us-west-1,115,1.0,115
2,50,b,c,us-east-1,us-west-1,-1,1.0,-1
3,50,a,b,us-east-1,us-east-1,-1,1.0,-1
4,50,b,c,us-west-1,us-west-1,-1,1.0,-1
5,50,a,b,us-west-1,us-west-1,-1,1.0,-1
0,51,frontend,a,us-east-1,us-east-1,301,1.0,301
1,51,frontend,a,us-west-1,us-west-1,97,1.0,97
2,51,b,c,us-east-1,us-west-1,-1,1.0,-1
3,51,a,b,us-east-1,us-east-1,-1,1.0,-1
4,51,b,c,us-west-1,us-west-1,-1,1.0,-1
5,51,a,b,us-west-1,us-west-1,-1,1.0,-1
0,52,frontend,a,us-east-1,us-east-1,270,1.0,270
1,52,frontend,a,us-west-1,us-west-1,84,1.0,84
2,52,b,c,us-east-1,us-west-1,-1,1.0,-1
3,52,a,b,us-east-1,us-east-1,-1,1.0,-1
4,52,b,c,us-west-1,us-west-1,-1,1.0,-1
5,52,a,b,us-west-1,us-west-1,-1,1.0,-1
0,53,frontend,a,us-east-1,us-east-1,291,1.0,291
1,53,frontend,a,us-west-1,us-west-1,107,1.0,107
2,53,b,c,us-east-1,us-west-1,-1,1.0,-1
3,53,a,b,us-east-1,us-east-1,-1,1.0,-1
4,53,b,c,us-west-1,us-west-1,-1,1.0,-1
5,53,a,b,us-west-1,us-west-1,-1,1.0,-1
0,54,frontend,a,us-east-1,us-east-1,292,1.0,292
1,54,frontend,a,us-west-1,us-west-1,103,1.0,103
2,54,b,c,us-east-1,us-west-1,-1,1.0,-1
3,54,a,b,us-east-1,us-east-1,-1,1.0,-1
4,54,b,c,us-west-1,us-west-1,-1,1.0,-1
5,54,a,b,us-west-1,us-west-1,-1,1.0,-1
0,55,frontend,a,us-east-1,us-east-1,290,1.0,290
1,55,frontend,a,us-west-1,us-west-1,86,1.0,86
2,55,b,c,us-east-1,us-west-1,-1,1.0,-1
3,55,a,b,us-east-1,us-east-1,-1,1.0,-1
4,55,b,c,us-west-1,us-west-1,-1,1.0,-1
5,55,a,b,us-west-1,us-west-1,-1,1.0,-1
0,56,frontend,a,us-east-1,us-east-1,314,1.0,314
1,56,frontend,a,us-west-1,us-west-1,107,1.0,107
2,56,b,c,us-east-1,us-west-1,-1,1.0,-1
3,56,a,b,us-east-1,us-east-1,-1,1.0,-1
4,56,b,c,us-west-1,us-west-1,-1,1.0,-1
5,56,a,b,us-west-1,us-west-1,-1,1.0,-1
0,57,frontend,a,us-east-1,us-east-1,314,1.0,314
1,57,frontend,a,us-west-1,us-west-1,92,1.0,92
2,57,b,c,us-east-1,us-west-1,-1,1.0,-1
3,57,a,b,us-east-1,us-east-1,-1,1.0,-1
4,57,b,c,us-west-1,us-west-1,-1,1.0,-1
5,57,a,b,us-west-1,us-west-1,-1,1.0,-1
0,58,frontend,a,us-east-1,us-east-1,270,1.0,270
1,58,frontend,a,us-west-1,us-west-1,26,1.0,26
2,58,b,c,us-east-1,us-west-1,-1,1.0,-1
3,58,a,b,us-east-1,us-east-1,-1,1.0,-1
4,58,b,c,us-west-1,us-west-1,-1,1.0,-1
5,58,a,b,us-west-1,us-west-1,-1,1.0,-1
